,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
19176,19176,2020,3,PLoS genetics,A fly model establishes distinct mechanisms for synthetic CRISPR/Cas9 sex distorters,"Barbara.Fasulo.United Kingdom.London,Angela.Meccariello.United Kingdom.London,Maya.Morgan.United Kingdom.London,Carl.Borufka.United Kingdom.London,Philippos Aris.Papathanos.Israel.Jerusalem,Nikolai.Windbichler.United Kingdom.London"
19177,19177,2020,3,PLoS genetics,A kinesin Klp10A mediates cell cycle-dependent shuttling of Piwi between nucleus and nuage,"Zsolt G.Venkei.Netherlands.America,Charlotte P.Choi.Nigeria.Maryland,Suhua.Feng.Netherlands.America,Cuie.Chen.Netherlands.America,Steven E.Jacobsen.Netherlands.America,John K.Kim.Nigeria.Maryland,Yukiko M.Yamashita.Netherlands.America"
19178,19178,2020,3,PLoS neglected tropical diseases,The global seroprevalence of anti-Toxoplasma gondii antibodies in women who had spontaneous abortion: A systematic review and meta-analysis,"Tooran.Nayeri.Iran, Islamic Republic of.Sari,Shahabeddin.Sarvi.Iran, Islamic Republic of.Sari,Mahmood.Moosazadeh.Iran, Islamic Republic of.Sari,Afsaneh.Amouei.Iran, Islamic Republic of.Sari,Zahra.Hosseininejad.Iran, Islamic Republic of.Sari,Ahmad.Daryani.Iran, Islamic Republic of.Sari"
19179,19179,2020,3,PLoS neglected tropical diseases,Identification of clinically approved small molecules that inhibit growth and affect transcript levels of developmentally regulated genes in the African trypanosome,"Madison Elle.Walsh.Australia.Claremont,Eleanor Mary.Naudzius.Australia.Claremont,Savanah Jessica.Diaz.Australia.Claremont,Theodore William.Wismar.Australia.Claremont,Mikhail.Martchenko Shilman.Australia.Claremont,Danae.Schulz.Australia.Claremont"
19180,19180,2020,3,PLoS pathogens,Broad-spectrum suppression of bacterial pneumonia by aminoglycoside-propagated Acinetobacter baumannii,"M Indriati.HoodPishchany.South Africa.Boston,Ly.Pham.Netherlands.America,Christiaan D.Wijers.Netherlands.America,William J.Burns.Netherlands.America,Kelli L.Boyd.Netherlands.America,Lauren D.Palmer.Netherlands.America,Eric P.Skaar.Netherlands.America,Michael J.Noto.Netherlands.America"
19181,19181,2020,3,Science advances,Terahertz quantum sensing,"Mirco.Kutas.Germany.Kaiserslautern,Bjrn.Haase.Germany.Kaiserslautern,Patricia.Bickert.Germany.Kaiserslautern,Felix.Riexinger.Germany.Kaiserslautern,Daniel.Molter.Germany.Kaiserslautern,Georg.von Freymann.Germany.Kaiserslautern"
19182,19182,2020,3,Science advances,Combining scaling relationships overcomes rate versus overpotential trade-offs in O<sub>2</sub> molecular electrocatalysis,"Daniel J.Martin.United States.New Haven,Brandon Q.Mercado.United States.New Haven,James M.Mayer.United States.New Haven"
19183,19183,2020,3,Science advances,A reconstituted mammalian APC-kinesin complex selectively transports defined packages of axonal mRNAs,"Sebastian.Baumann.Philippines.Barcelona,Artem.Komissarov.Philippines.Barcelona,Maria.Gili.Philippines.Barcelona,Verena.Ruprecht.Philippines.Barcelona,Stefan.Wieser.None.None,Sebastian P.Maurer.Philippines.Barcelona"
19184,19184,2020,3,Science advances,"Computationally aided, entropy-driven synthesis of highly efficient and durable multi-elemental alloy catalysts","Yonggang.Yao.Nigeria.Maryland,Zhenyu.Liu.United States.University,Pengfei.Xie.United States.Baltimore,Zhennan.Huang.United States.University,Tangyuan.Li.Nigeria.Maryland,David.Morris.Spain.Canada,Zou.Finfrock.Australia.Canadian,Jihan.Zhou.Brazil.California,Miaolun.Jiao.Nigeria.Maryland,Jinlong.Gao.Nigeria.Maryland,Yimin.Mao.United States.Gaithersburg,Jianwei John.Miao.Brazil.California,Peng.Zhang.Spain.Canada,Reza.ShahbazianYassar.United States.University,Chao.Wang.United States.Baltimore,Guofeng.Wang.United States.University,Liangbing.Hu.Nigeria.Maryland"
19185,19185,2020,3,Science advances,The electronic thickness of graphene,"Peter.Rickhaus.None.None,MingHao.Liu.China.Taiwan,Marcin.Kurpas.Poland.Katowice,Annika.Kurzmann.None.None,Yongjin.Lee.None.None,Hiske.Overweg.None.None,Marius.Eich.None.None,Riccardo.Pisoni.None.None,Takashi.Taniguchi.Japan.Tsukuba,Kenji.Watanabe.Japan.Tsukuba,Klaus.Richter.Germany.Regensburg,Klaus.Ensslin.None.None,Thomas.Ihn.None.None"
19186,19186,2020,3,Science advances,"Origins of the Mesoamerican ballgame: Earliest ballcourt from the highlands found at Etlatongo, Oaxaca, Mexico","Jeffrey P.Blomster.United Kingdom.Washington,Vctor E.Salazar Chvez.United Kingdom.Washington"
19187,19187,2020,3,Science advances,South Asian summer monsoon projections constrained by the interdecadal Pacific oscillation,"Xin.Huang.China.Beijing,Tianjun.Zhou.China.Beijing,Aiguo.Dai.Australia.Albany,Hongmei.Li.Germany.Hamburg,Chao.Li.Germany.Hamburg,Xiaolong.Chen.China.Beijing,Jingwen.Lu.China.Beijing,JinSong.Von Storch.Germany.Hamburg,Bo.Wu.China.Beijing"
19188,19188,2020,3,Science advances,Single-cell mass cytometry reveals cross-talk between inflammation-dampening and inflammation-amplifying cells in osteoarthritic cartilage,"Fiorella Carla.Grandi.United Kingdom.Stanford,Reema.Baskar.United Kingdom.Stanford,Piera.Smeriglio.United Kingdom.Stanford,Shravani.Murkherjee.United Kingdom.Stanford,Pier Francesco.Indelli.Philippines.Palo,Derek F.Amanatullah.United Kingdom.Stanford,Stuart.Goodman.United Kingdom.Stanford,Constance.Chu.United Kingdom.Stanford,Sean.Bendall.United Kingdom.Stanford,Nidhi.Bhutani.United Kingdom.Stanford"
19189,19189,2020,3,Science advances,"Quartz, mica, and amphibole exsolution from majoritic garnet reveals ultra-deep sediment subduction, Appalachian orogen","D S.Keller.United States.New Haven,J J.Ague.United States.New Haven"
19190,19190,2020,3,Science advances,Global crotonylome reveals CDYL-regulated RPA1 crotonylation in homologous recombination-mediated DNA repair,"Huajing.Yu.China.Beijing,Chen.Bu.China.Hangzhou,Yuncheng.Liu.China.Beijing,Tianyu.Gong.China.Beijing,Xiaoping.Liu.China.Beijing,Shumeng.Liu.China.Beijing,Xiaojun.Peng.China.Hangzhou,Wenting.Zhang.China.Beijing,Yani.Peng.China.Beijing,Jianguo.Yang.China.Beijing,Lin.He.China.Beijing,Yu.Zhang.China.Beijing,Xia.Yi.China.Beijing,Xiaohan.Yang.China.Beijing,Luyang.Sun.China.Beijing,Yongfeng.Shang.China.Beijing,Zhongyi.Cheng.China.Hangzhou,Jing.Liang.China.Beijing"
19191,19191,2020,3,Science advances,Rebound of self-lubricating compound drops,"Nathan.Blanken.Mexico.China,Muhammad Saeed.Saleem.Mexico.China,Carlo.Antonini.Italy.Milan,MarieJean.Thoraval.Mexico.China"
19192,19192,2020,3,Science advances,Machine-knitted washable sensor array textile for precise epidermal physiological signal monitoring,"Wenjing.Fan.Mexico.China,Qiang.He.Mexico.China,Keyu.Meng.Mexico.China,Xulong.Tan.Mexico.China,Zhihao.Zhou.Mexico.China,Gaoqiang.Zhang.Mexico.China,Jin.Yang.Mexico.China,Zhong Lin.Wang.United States.Atlanta"
19193,19193,2020,3,Science advances,Magnetar formation through a convective dynamo in protoneutron stars,"Raphal.Raynaud.None.None,Jrme.Guilet.None.None,HansThomas.Janka.None.None,Thomas.Gastine.Gabon.Paris"
19194,19194,2020,3,Science advances,"Soft, wireless periocular wearable electronics for real-time detection of eye vergence in a virtual reality toward mobile eye therapies","Saswat.Mishra.South Africa.George,YunSoung.Kim.South Africa.George,Jittrapol.Intarasirisawat.United Kingdom.Canterbury,YoungTae.Kwon.South Africa.George,Yongkuk.Lee.United States.Wichita,Musa.Mahmood.South Africa.George,HyoRyoung.Lim.South Africa.George,Robert.Herbert.South Africa.George,Ki Jun.Yu.Korea, Republic of.Seoul,Chee Siang.Ang.United Kingdom.Canterbury,WoonHong.Yeo.South Africa.George"
19195,19195,2020,3,Science advances,Hyena paleogenomes reveal a complex evolutionary history of cross-continental gene flow between spotted and cave hyena,"Michael V.Westbury.Australia.Denmark,Stefanie.Hartmann.Germany.Potsdam,Axel.Barlow.Germany.Potsdam,Michaela.Preick.Germany.Potsdam,Bogdan.Ridush.Ukraine.Chernivtsi,Doris.Nagel.Austria.Vienna,Thomas.Rathgeber.None.None,Reinhard.Ziegler.None.None,Gennady.Baryshnikov.United States.St. Petersburg,Guilian.Sheng.China.Wuhan,Arne.Ludwig.Germany.Berlin,Ingrid.Wiesel.South Africa.Pretoria,Love.Dalen.None.None,Faysal.Bibi.Germany.Berlin,Lars.Werdelin.None.None,Rasmus.Heller.Australia.Denmark,Michael.Hofreiter.Germany.Potsdam"
19196,19196,2020,3,Science advances,"<i>E. coli</i> ""super-contaminates"" narrow ducts fostered by broad run-time distribution","Nuris.FigueroaMorales.Gabon.Paris,Aramis.Rivera.Portugal.Cuba,Rodrigo.Soto.Philippines.Santiago,Anke.Lindner.Gabon.Paris,Ernesto.Altshuler.Portugal.Cuba,ric.Clment.Gabon.Paris"
19197,19197,2020,3,Science advances,On the fate of oxygenated organic molecules in atmospheric aerosol particles,"V.Pospisilova.None.None,F D.LopezHilfiker.None.None,D M.Bell.None.None,I.El Haddad.None.None,C.Mohr.None.None,W.Huang.None.None,L.Heikkinen.Finland.Helsinki,M.Xiao.None.None,J.Dommen.None.None,A S H.Prevot.None.None,U.Baltensperger.None.None,J G.Slowik.None.None"
19198,19198,2020,3,Science advances,In situ recruitment of regulatory T cells promotes donor-specific tolerance in vascularized composite allotransplantation,"James D.Fisher.United States.University,Wensheng.Zhang.United States.University,Stephen C.Balmert.United States.University,Ali M.Aral.United States.University,Abhinav P.Acharya.United States.University,Yalcin.Kulahci.United States.University,Jingjing.Li.United States.University,Heth R.Turnquist.United States.University,Angus W.Thomson.United States.University,Mario G.Solari.United States.University,Vijay S.Gorantla.None.None,Steven R.Little.United States.University"
19199,19199,2020,3,Science advances,The mechanism of Hsp90-induced oligomerizaton of Tau,"S.Weickert.Germany.Konstanz,M.Wawrzyniuk.None.None,L H.John.Germany.Konstanz,S G D.Rdiger.None.None,M.Drescher.Germany.Konstanz"
19200,19200,2020,3,Science advances,Multistage and passive cooling process driven by salinity difference,"Matteo.Alberghini.United States.Energy,Matteo.Morciano.United States.Energy,Matteo.Fasano.United States.Energy,Fabio.Bertiglia.United States.Italy,Vito.Fernicola.United States.Italy,Pietro.Asinari.United States.Energy,Eliodoro.Chiavazzo.United States.Energy"
19201,19201,2020,3,Science immunology,Absence of MHC class II on cDC1 dendritic cells triggers fatal autoimmunity to a cross-presented self-antigen,"Christian.Wohn.United States.Centre,Valentin.Le Guen.United States.Centre,Odessa.Voluzan.United States.Centre,Frdric.Fiore.United States.Centre,Sandrine.Henri.United States.Centre,Bernard.Malissen.United States.Centre"
19202,19202,2020,3,Science immunology,Cytidine deaminase 2 is required for <i>VLRB</i> antibody gene assembly in lampreys,"Ryo.Morimoto.None.None,Connor P.OMeara.None.None,Stephen J.Holland.None.None,Ins.Trancoso.None.None,Ahmed.Souissi.None.None,Michael.Schorpp.None.None,Danile.Vassaux.None.None,Norimasa.Iwanami.None.None,Orlando B.Giorgetti.None.None,Guillaume.Evanno.None.None,Thomas.Boehm.None.None"
19203,19203,2020,3,"Science (New York, N.Y.)",Rare driver mutations in head and neck squamous cell carcinomas converge on NOTCH signaling,"Sampath K.Loganathan.Australia.Toronto,Krista.Schleicher.Australia.Toronto,Ahmad.Malik.Australia.Toronto,Rene.Quevedo.Australia.Toronto,Ellen.Langille.Australia.Toronto,Katie.Teng.Australia.Toronto,Robin H.Oh.Australia.Toronto,Bhavisha.Rathod.Australia.Toronto,Ricky.Tsai.Australia.Toronto,Payman.SamavarchiTehrani.Australia.Toronto,Trevor J.Pugh.Australia.Toronto,AnneClaude.Gingras.Australia.Toronto,Daniel.Schramek.Australia.Toronto"
