,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
4302,4302,2019,10,Nature communications,A human immune dysregulation syndrome characterized by severe hyperinflammation with a homozygous nonsense Roquin-1 mutation,"S J$Tavernier$Primary Immune Deficiency Research Lab, Department of Internal Medicine and Pediatrics, Centre for Primary Immunodeficiency Ghent, Jeffrey Modell Diagnosis and Research Centre, Ghent University Hospital, Ghent, Belgium.#V$Athanasopoulos$Department of Immunology and Infectious Disease and Center for Personalised Immunology (NHMRC Centre for Research Excellence), John Curtin School of Medical Research, Australian National University, Canberra, Australia.#P$Verloo$Department of Internal Medicine and Pediatrics, Division of Pediatric Neurology and Metabolism, Ghent University Hospital, Ghent, Belgium.#G$Behrens$Institute for Immunology, Biomedical Center, Ludwig-Maximilians-Universität München, Planegg-Martinsried, Germany.#J$Staal$VIB Center for Inflammation Research, Unit of Molecular Signal Transduction in Inflammation, Ghent, Belgium.#D J$Bogaert$Primary Immune Deficiency Research Lab, Department of Internal Medicine and Pediatrics, Centre for Primary Immunodeficiency Ghent, Jeffrey Modell Diagnosis and Research Centre, Ghent University Hospital, Ghent, Belgium.#L$Naesens$Primary Immune Deficiency Research Lab, Department of Internal Medicine and Pediatrics, Centre for Primary Immunodeficiency Ghent, Jeffrey Modell Diagnosis and Research Centre, Ghent University Hospital, Ghent, Belgium.#M$De Bruyne$Primary Immune Deficiency Research Lab, Department of Internal Medicine and Pediatrics, Centre for Primary Immunodeficiency Ghent, Jeffrey Modell Diagnosis and Research Centre, Ghent University Hospital, Ghent, Belgium.#S$Van Gassen$VIB Center for Inflammation Research, Unit of Data Mining and Modeling for Biomedicine, Ghent, Belgium.#E$Parthoens$VIB Bioimaging Core, VIB Center for Inflammation Research, Ghent, Belgium.#J$Ellyard$Department of Immunology and Infectious Disease and Center for Personalised Immunology (NHMRC Centre for Research Excellence), John Curtin School of Medical Research, Australian National University, Canberra, Australia.#J$Cappello$Department of Immunology and Infectious Disease and Center for Personalised Immunology (NHMRC Centre for Research Excellence), John Curtin School of Medical Research, Australian National University, Canberra, Australia.#L X$Morris$The Australian Phenomics Facility, John Curtin School of Medical Research, Australian National University, Canberra, Australia.#H$Van Gorp$Department of Internal Medicine and Pediatrics, Ghent University Hospital, Ghent, Belgium.#G$Van Isterdael$Department of Biomedical Molecular Biology, Ghent University, Ghent, Belgium.#Y$Saeys$VIB Center for Inflammation Research, Unit of Data Mining and Modeling for Biomedicine, Ghent, Belgium.#M$Lamkanfi$Department of Internal Medicine and Pediatrics, Ghent University Hospital, Ghent, Belgium.#P$Schelstraete$Department of Internal Medicine and Pediatrics, Division of Pediatric Immunology and Pulmonology, Ghent University Hospital, Ghent, Belgium.#J$Dehoorne$Department of Internal Medicine and Pediatrics, Division of Pediatric Rheumatology, Ghent University Hospital, Ghent, Belgium.#V$Bordon$Department of Internal Medicine and Pediatrics, Division of Pediatric Immunology and Pulmonology, Ghent University Hospital, Ghent, Belgium.#R$Van Coster$Department of Internal Medicine and Pediatrics, Division of Pediatric Neurology and Metabolism, Ghent University Hospital, Ghent, Belgium.#B N$Lambrecht$Department of Internal Medicine and Pediatrics, Division of Pulmonology, Ghent University Hospital, Ghent, Belgium.#B$Menten$Center for Medical Genetics, Ghent University Hospital, Ghent, Belgium.#R$Beyaert$VIB Center for Inflammation Research, Unit of Molecular Signal Transduction in Inflammation, Ghent, Belgium.#C G$Vinuesa$Department of Immunology and Infectious Disease and Center for Personalised Immunology (NHMRC Centre for Research Excellence), John Curtin School of Medical Research, Australian National University, Canberra, Australia.#V$Heissmeyer$Institute for Immunology, Biomedical Center, Ludwig-Maximilians-Universität München, Planegg-Martinsried, Germany.#M$Dullaers$Primary Immune Deficiency Research Lab, Department of Internal Medicine and Pediatrics, Centre for Primary Immunodeficiency Ghent, Jeffrey Modell Diagnosis and Research Centre, Ghent University Hospital, Ghent, Belgium.#F$Haerynck$Primary Immune Deficiency Research Lab, Department of Internal Medicine and Pediatrics, Centre for Primary Immunodeficiency Ghent, Jeffrey Modell Diagnosis and Research Centre, Ghent University Hospital, Ghent, Belgium. Filomeen.Haerynck@ugent.be."
4303,4303,2019,10,Nature communications,Transcriptional programming using engineered systems of transcription factors and genetic architectures,"Ronald E$Rondon$Georgia Institute of Technology, School of Chemical & Biomolecular Engineering, Atlanta, GA, USA.#Thomas M$Groseclose$Georgia Institute of Technology, School of Chemical & Biomolecular Engineering, Atlanta, GA, USA.#Andrew E$Short$Georgia Institute of Technology, School of Chemical & Biomolecular Engineering, Atlanta, GA, USA.#Corey J$Wilson$Georgia Institute of Technology, School of Chemical & Biomolecular Engineering, Atlanta, GA, USA. corey.wilson@chbe.gatech."
4304,4304,2019,10,Nature communications,Photonic crystal for graphene plasmons,"L$Xiong$Department of Physics, Columbia University, New York, NY, 10027, USA.#C$Forsythe$Department of Physics, Columbia University, New York, NY, 10027, USA.#M$Jung$Department of Physics, Cornell University, Ithaca, NY, 14853, USA.#A S$McLeod$Department of Physics, Columbia University, New York, NY, 10027, USA.#S S$Sunku$Department of Physics, Columbia University, New York, NY, 10027, USA.#Y M$Shao$Department of Physics, Columbia University, New York, NY, 10027, USA.#G X$Ni$Department of Physics, Columbia University, New York, NY, 10027, USA.#A J$Sternbach$Department of Physics, Columbia University, New York, NY, 10027, USA.#S$Liu$The Tim Taylor Department of Chemical Engineering, Kansas State University, Manhattan, KS, 66506, USA.#J H$Edgar$The Tim Taylor Department of Chemical Engineering, Kansas State University, Manhattan, KS, 66506, USA.#E J$Mele$Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA, 19104, USA.#M M$Fogler$Department of physics, University of California San Diego, La Jolla, CA, 92093, USA.#G$Shvets$School of Applied and Engineering Physics, Cornell University, Ithaca, NY, 14853, USA.#C R$Dean$Department of Physics, Columbia University, New York, NY, 10027, USA.#D N$Basov$Department of Physics, Columbia University, New York, NY, 10027, USA. db3056@columbia.edu."
4305,4305,2019,10,Nature communications,Identification and characterization of Cardiac Glycosides as senolytic compounds,"Francisco$TrianaMartnez$Laboratory of Stem Cells in Cancer and Aging, Health Research Institute of Santiago de Compostela (IDIS), Xerencia de Xestión Integrada de Santiago (XXIS/SERGAS), E15706, Santiago de Compostela, Spain.#Pilar$PicallosRabina$Laboratory of Stem Cells in Cancer and Aging, Health Research Institute of Santiago de Compostela (IDIS), Xerencia de Xestión Integrada de Santiago (XXIS/SERGAS), E15706, Santiago de Compostela, Spain.#Sabela$Da Silvalvarez$Laboratory of Stem Cells in Cancer and Aging, Health Research Institute of Santiago de Compostela (IDIS), Xerencia de Xestión Integrada de Santiago (XXIS/SERGAS), E15706, Santiago de Compostela, Spain.#Federico$Pietrocola$Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology (BIST), 08028, Barcelona, Spain.#Susana$Llanos$DNA Replication Group, Spanish National Cancer Research Centre (CNIO), 28029, Madrid, Spain.#Vernica$Rodilla$Preclinical Research Program, Vall d´Hebron Institute of Oncology (VHIO) and CIBERONC, Barcelona, Spain.#Enrica$Soprano$Centro Singular de Investigación en Química Biolóxica e Materiais Moleculares (CiQUS) and Departamento de Física de Partículas, Universidade de Santiago de Compostela, 15782, Santiago de Compostela, Spain.#Pablo$Pedrosa$Laboratory of Stem Cells in Cancer and Aging, Health Research Institute of Santiago de Compostela (IDIS), Xerencia de Xestión Integrada de Santiago (XXIS/SERGAS), E15706, Santiago de Compostela, Spain.#Alba$Ferreirs$Laboratory of Stem Cells in Cancer and Aging, Health Research Institute of Santiago de Compostela (IDIS), Xerencia de Xestión Integrada de Santiago (XXIS/SERGAS), E15706, Santiago de Compostela, Spain.#Marta$Barradas$Metabolic Syndrome Group, Madrid Institute for Advanced Studies (IMDEA) in Food, CEI UAM+CSIC, Madrid, E28049, Spain.#Fernanda$HernndezGonzlez$Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology (BIST), 08028, Barcelona, Spain.#Marta$Lalinde$Preclinical Research Program, Vall d´Hebron Institute of Oncology (VHIO) and CIBERONC, Barcelona, Spain.#Neus$Prats$Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology (BIST), 08028, Barcelona, Spain.#Cristina$Bernad$Preclinical Research Program, Vall d´Hebron Institute of Oncology (VHIO) and CIBERONC, Barcelona, Spain.#Patricia$Gonzlez$Histopathology Unit, Spanish National Cancer Research Centre (CNIO), 28029, Madrid, Spain.#Mara$Gmez$Histopathology Unit, Spanish National Cancer Research Centre (CNIO), 28029, Madrid, Spain.#Maria P$Ikonomopoulou$Translational Venomics Group, Madrid Institute for Advanced Studies (IMDEA) in Food, CEI UAM+CSIC, Madrid, E28049, Spain.#Pablo J$FernndezMarcos$Metabolic Syndrome Group, Madrid Institute for Advanced Studies (IMDEA) in Food, CEI UAM+CSIC, Madrid, E28049, Spain.#Toms$GarcaCaballero$Departamento de Ciencias Morfológicas, Facultad de Medicina. USC. Xerencia de Xestión Integrada de Santiago (XXIS/SERGAS), E15706, Santiago de Compostela, Spain.#Pablo$Del Pino$Centro Singular de Investigación en Química Biolóxica e Materiais Moleculares (CiQUS) and Departamento de Física de Partículas, Universidade de Santiago de Compostela, 15782, Santiago de Compostela, Spain.#Joaqun$Arribas$Preclinical Research Program, Vall d´Hebron Institute of Oncology (VHIO) and CIBERONC, Barcelona, Spain.#Anxo$Vidal$CiCLOn, Centro Singular de Investigación en Medicina Molecular y Enfermedades Crónicas (CIMUS), Universidade de Santiago de Compostela, Instituto de Investigación Sanitaria de Santiago de Compostela (IDIS), E15782, Santiago de Compostela, Spain.#Miguel$GonzlezBarcia$Servicio de Farmacia, Xerencia de Xestión Integrada de Santiago (XXIS/SERGAS), E15706, Santiago de Compostela, Spain.#Manuel$Serrano$Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology (BIST), 08028, Barcelona, Spain.#Mara I$Loza$BioFarma, Center for Research in Molecular Medicine and Chronic Diseases (CIMUS), Universidade de Santiago de Compostela, Health Research Institute of Santiago de Compostela (IDIS), Santiago de Compostela, Spain.#Eduardo$Domnguez$BioFarma, Center for Research in Molecular Medicine and Chronic Diseases (CIMUS), Universidade de Santiago de Compostela, Health Research Institute of Santiago de Compostela (IDIS), Santiago de Compostela, Spain. eduardo.dominguez@usc.es.#Manuel$Collado$Laboratory of Stem Cells in Cancer and Aging, Health Research Institute of Santiago de Compostela (IDIS), Xerencia de Xestión Integrada de Santiago (XXIS/SERGAS), E15706, Santiago de Compostela, Spain. manuel.collado.rodriguez@sergas.es."
4306,4306,2019,10,Nature communications,Enantiomeric glycosylated cationic block co-beta-peptides eradicate Staphylococcus aureus biofilms and antibiotic-tolerant persisters,"Kaixi$Zhang$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Yu$Du$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Zhangyong$Si$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Yang$Liu$Centre for Antimicrobial Bioengineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Michelle E$Turvey$Infectious Disease Interdisciplinary Research Group, Singapore-MIT Alliance for Research & Technology Centre, 1 Create Way, Singapore, 138602, Singapore.#Cheerlavancha$Raju$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Damien$Keogh$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Lin$Ruan$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Subramanion L$Jothy$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Sheethal$Reghu$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Kalisvar$Marimuthu$Department of Infectious Diseases, Tan Tock Seng Hospital, 11 Jalan Tan Tock Seng, Singapore, 308433, Singapore.#Partha Pratim$De$Department of Laboratory Medicine, Tan Tock Seng Hospital, 11 Jalan Tan Tock Seng, Singapore, 308433, Singapore.#Oon Tek$Ng$Department of Infectious Diseases, Tan Tock Seng Hospital, 11 Jalan Tan Tock Seng, Singapore, 308433, Singapore.#Jos R$Mediavilla$Center for Discovery and Innovation, Hackensack Meridian Health, Nutley, NJ, 07110, USA.#Barry N$Kreiswirth$Center for Discovery and Innovation, Hackensack Meridian Health, Nutley, NJ, 07110, USA.#Yonggui Robin$Chi$Division of Chemistry & Biological Chemistry, School of Physical & Mathematical Sciences, Nanyang Technological University, 21 Nanyang Link, Singapore, 637371, Singapore.#Jinghua$Ren$Cancer Center, Union Hospital, Huazhong University of Science & Technology, Wuhan, 430022, Hubei, China.#Kam C$Tam$Department of Chemical Engineering, Waterloo Institute for Nanotechnology, University of Waterloo, Ontario, N2L 3G1, Canada.#XueWei$Liu$Centre for Antimicrobial Bioengineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Hongwei$Duan$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore.#Yabin$Zhu$Medical School of Ningbo University, Ningbo, 315211, Zhejiang, China.#Yuguang$Mu$School of Biological Sciences, Nanyang Technological University, 60 Nanyang Drive, Singapore, 637551, Singapore.#Paula T$Hammond$Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA.#Guillermo C$Bazan$Department of Chemistry and Biochemistry, University of California Santa Barbara, Santa Barbara, CA, 93106-9510, USA.#Kevin$Pethe$Centre for Antimicrobial Bioengineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore. kevin.pethe@ntu.edu.sg.#Mary B$ChanPark$School of Chemical and Biomedical Engineering, Nanyang Technological University, 62 Nanyang Drive, Singapore, 637459, Singapore. mbechan@ntu.edu.sg."
4307,4307,2019,10,Nature communications,Mapping the global design space of nanophotonic components using machine learning pattern recognition,"Daniele$Melati$Advanced Electronics and Photonics Research Centre, National Research Council Canada, 1200 Montreal Rd., Ottawa, ON, K1A 0R6, Canada.#Yuri$Grinberg$Digital Technologies Research Centre, National Research Council Canada, 1200 Montreal Rd., Ottawa, ON, K1A 0R6, Canada.#Mohsen$Kamandar Dezfouli$Advanced Electronics and Photonics Research Centre, National Research Council Canada, 1200 Montreal Rd., Ottawa, ON, K1A 0R6, Canada.#Siegfried$Janz$Advanced Electronics and Photonics Research Centre, National Research Council Canada, 1200 Montreal Rd., Ottawa, ON, K1A 0R6, Canada.#Pavel$Cheben$Advanced Electronics and Photonics Research Centre, National Research Council Canada, 1200 Montreal Rd., Ottawa, ON, K1A 0R6, Canada.#Jens H$Schmid$Advanced Electronics and Photonics Research Centre, National Research Council Canada, 1200 Montreal Rd., Ottawa, ON, K1A 0R6, Canada.#Alejandro$SnchezPostigo$Universidad de Málaga, Departamento de Ingeniería de Comunicaciones, ETSI Telecomunicación, Campus de Teatinos s/n, 29071, Málaga, Spain.#DanXia$Xu$Advanced Electronics and Photonics Research Centre, National Research Council Canada, 1200 Montreal Rd., Ottawa, ON, K1A 0R6, Canada. dan-xia.xu@nrc-cnrc.gc.ca."
4308,4308,2019,10,Nature communications,Ultrahigh resolution and color gamut with scattering-reducing transmissive pixels,"June Sang$Lee$Department of Chemistry and Nanoscience, Ewha Womans University, Seoul, 03760, Republic of Korea.#Ji Yeon$Park$Department of Chemistry and Nanoscience, Ewha Womans University, Seoul, 03760, Republic of Korea.#Yong Hwan$Kim$R&D Center, KOS, Inc., Hanam, Gyeonggi-do, 12930, Republic of Korea.#Seokwoo$Jeon$Department of Materials Science and Engineering, KAIST Institute for the Nanocentury, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, 34141, Republic of Korea.#Olivier$Ouellette$Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, M5S 3G4, Canada.#Edward H$Sargent$Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, M5S 3G4, Canada. ted.sargent@utoronto.ca.#Dong Ha$Kim$Department of Chemistry and Nanoscience, Ewha Womans University, Seoul, 03760, Republic of Korea. dhkim@ewha.ac.kr.#Jerome K$Hyun$Department of Chemistry and Nanoscience, Ewha Womans University, Seoul, 03760, Republic of Korea. kadam.hyun@ewha.ac.kr."
4309,4309,2019,10,Nature communications,Dielectric multi-momentum meta-transformer in the visible,"Lei$Jin$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore.#YaoWei$Huang$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore.#Zhongwei$Jin$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore.#Robert C$Devlin$Harvard John A. Paulson School of Engineering and Applied Sciences, Harvard University, Cambridge, MA, 02138, USA.#Zhaogang$Dong$Institute of Materials Research and Engineering, A*STAR (Agency for Science, Technology and Research), 2 Fusionopolis Way, #08-03 Innovis, Singapore, 138634, Singapore.#Shengtao$Mei$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore.#Menghua$Jiang$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore.#Wei Ting$Chen$Harvard John A. Paulson School of Engineering and Applied Sciences, Harvard University, Cambridge, MA, 02138, USA.#Zhun$Wei$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore.#Hong$Liu$Institute of Materials Research and Engineering, A*STAR (Agency for Science, Technology and Research), 2 Fusionopolis Way, #08-03 Innovis, Singapore, 138634, Singapore.#Jinghua$Teng$Institute of Materials Research and Engineering, A*STAR (Agency for Science, Technology and Research), 2 Fusionopolis Way, #08-03 Innovis, Singapore, 138634, Singapore.#Aaron$Danner$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore.#Xiangping$Li$Guangdong Provincial Key Laboratory of Optical Fiber Sensing and Communications, Institute of Photonics Technology, Jinan University, Guangzhou, 510632, People's Republic of China.#Shumin$Xiao$Ministry of Industry and Information Technology Key Lab of Micro-Nano Optoelectronic Information System, Harbin Institute of Technology, Shenzhen, Guangdong, 518055, People's Republic of China.#Shuang$Zhang$School of Physics and Astronomy, University of Birmingham, Birmingham, B15 2TT, UK.#Changyuan$Yu$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore.#Joel K W$Yang$Institute of Materials Research and Engineering, A*STAR (Agency for Science, Technology and Research), 2 Fusionopolis Way, #08-03 Innovis, Singapore, 138634, Singapore.#Federico$Capasso$Harvard John A. Paulson School of Engineering and Applied Sciences, Harvard University, Cambridge, MA, 02138, USA. capasso@seas.harvard.edu.#ChengWei$Qiu$Department of Electrical and Computer Engineering, National University of Singapore, 4 Engineering Drive 3, Singapore, 117583, Singapore. chengwei.qiu@nus.edu.sg."
4310,4310,2019,10,Nature communications,Molybdenum systematics of subducted crust record reactive fluid flow from underlying slab serpentine dehydration,"Shuo$Chen$Key Laboratory of Marine Geology and Environment, Institute of Oceanology, Chinese Academy of Sciences, Qingdao, 266071, China. shuochen@qdio.ac.cn.#Remco C$Hin$Bristol Isotope Group, School of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, UK.#Timm$John$Institut für Geologische Wissenschaften, Freie Universität Berlin, Malteserstrasse 74-100, 12249, Berlin, Germany.#Richard$Brooker$Bristol Isotope Group, School of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, UK.#Ben$Bryan$Bristol Isotope Group, School of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, UK.#Yaoling$Niu$Key Laboratory of Marine Geology and Environment, Institute of Oceanology, Chinese Academy of Sciences, Qingdao, 266071, China.#Tim$Elliott$Bristol Isotope Group, School of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, UK."
4311,4311,2019,10,Nature communications,Predicted climate shifts within terrestrial protected areas worldwide,"Samuel$Hoffmann$Department of Biogeography, University of Bayreuth, Universitaetsstr. 30, 95447, Bayreuth, Germany. samuel.hoffmann@uni-bayreuth.de.#Severin D H$Irl$Department of Biogeography, University of Bayreuth, Universitaetsstr. 30, 95447, Bayreuth, Germany.#Carl$Beierkuhnlein$Department of Biogeography, University of Bayreuth, Universitaetsstr. 30, 95447, Bayreuth, Germany."
