,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
0,0,2021,12,Nature cancer,Mutations in <i>BRCA1</i> and <i>BRCA2</i> differentially affect the tumor microenvironment and response to checkpoint blockade immunotherapy,"Robert M$Samstein$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Chirag$Krishna$Computational and Systems Biology Program, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Xiaoxiao$Ma$Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Xin$Pei$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#KenWing$Lee$Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Vladimir$Makarov$Immunogenomics and Precision Oncology Platform, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Fengshen$Kuo$Immunogenomics and Precision Oncology Platform, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Jonathan$Chung$Precision Immunology Institute at Icahn School of Medicine at Mount Sinai, New York, NY 10029.#Raghvendra M$Srivastava$Immunogenomics and Precision Oncology Platform, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Tanaya A$Purohit$Immunogenomics and Precision Oncology Platform, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Douglas R$Hoen$Immunogenomics and Precision Oncology Platform, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Rajarsi$Mandal$Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Jeremy$Setton$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Wei$Wu$Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Rachna$Shah$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Besnik$Qeriqi$Antitumor Assessment Core Facility, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Qing$Chang$Antitumor Assessment Core Facility, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Sviatoslav$Kendall$Immunogenomics and Precision Oncology Platform, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Lior$Braunstein$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Britta$Weigelt$Dept. of Pathology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Pedro Blecua$Carrillo Albornoz$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Luc G T$Morris$Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Diana L$Mandelker$Dept. of Pathology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Jorge S$ReisFilho$Dept. of Pathology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Elisa$de Stanchina$Antitumor Assessment Core Facility, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Simon N$Powell$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Timothy A$Chan$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065.#Nadeem$Riaz$Dept. of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065."
1,1,2021,11,Nature cancer,Future directions in preclinical and translational cancer neuroscience research,"Ihsan Ekin$Demir$Department of Surgery, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#Carmen Mota$Reyes$Department of Surgery, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#Wasfi$Alrawashdeh$Department of HPB and Transplant Surgery, The Freeman Hospital, Newcastle upon Tyne, Tyne and Wear, United Kingdom.#Gralp O$Ceyhan$Department of General Surgery, HPB-Unit, School of Medicine, Acibadem Mehmet Ali Aydinlar University, Istanbul, Turkey.#Sylvie$Deborde$Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, New York, USA.#Helmut$Friess$Department of Surgery, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#Kvan$Grgl$Comprehensive Cancer Center Munich, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#Rouzanna$Istvanffy$Department of Surgery, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#David$Jungwirth$Department of Surgery, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#Rohini$Kuner$Department of Molecular Pharmacology, Institute of Pharmacology, Heidelberg University, Heidelberg, Germany.#Maria$Maryanovich$Ruth L. and David S. Gottesman Institute for Stem Cell and Regenerative Medicine Research, Albert Einstein College of Medicine, Bronx, NY 10461, USA.#Shorook$Naara$Department of Otolaryngology, Head and Neck Surgery, and the Laboratory for Applied Cancer Research, Rappaport Institute of Medicine and Research, The Technion, Israel Institute of Technology, Haifa, Israel.#Simon$Renders$Division of Stem Cells and Cancer, German Cancer Research Center (DKFZ) and DKFZ-ZMBH Alliance, 69120 Heidelberg, Germany; Heidelberg Institute for Stem Cell Technology and Experimental Medicine (HI-STEM gGmbH), 69120 Heidelberg, Germany.#Jami L$Saloman$Department of Medicine, Division of Gastroenterology, Hepatology, & Nutrition, Center for Neuroscience at the University of Pittsburgh, Pittsburgh Center for Pain Research and Department of Neurobiology, University of Pittsburgh School of Medicine, Pittsburgh, PA, USA.#Nicole N$Scheff$Hillman Cancer Center and Department of Neurobiology, University of Pittsburgh School of Medicine, Pittsburgh, PA, USA.#Hendrik$Steenfadt$Department of Surgery, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#Pavel$Stupakov$Department of Surgery, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#Vera$Thiel$Division of Stem Cells and Cancer, German Cancer Research Center (DKFZ) and DKFZ-ZMBH Alliance, 69120 Heidelberg, Germany; Heidelberg Institute for Stem Cell Technology and Experimental Medicine (HI-STEM gGmbH), 69120 Heidelberg, Germany.#Divij$Verma$Ruth L. and David S. Gottesman Institute for Stem Cell and Regenerative Medicine Research, Albert Einstein College of Medicine, Bronx, NY 10461, USA.#Bengi Su$Yilmaz$Department of Surgery, Klinikum rechts der Isar, Technical University of Munich, School of Medicine, Munich, Germany.#Ruth A$White$Division of Hematology ad Oncology, Department of Medicine, Columbia University, College of Physicians and Surgeons, New York, NY, USA.#Timothy C$Wang$Division of Digestive and Liver Diseases, Department of Medicine, Columbia University, College of Physicians and Surgeons, New York, NY, USA.#Richard J$Wong$Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, New York, USA.#Paul S$Frenette$Ruth L. and David S. Gottesman Institute for Stem Cell and Regenerative Medicine Research, Albert Einstein College of Medicine, Bronx, NY 10461, USA.#Ziv$Gil$Department of Otolaryngology, Head and Neck Surgery, and the Laboratory for Applied Cancer Research, Rappaport Institute of Medicine and Research, The Technion, Israel Institute of Technology, Haifa, Israel.#None$None$None#Brian M$Davis$Center for Neuroscience at the University of Pittsburgh, Pittsburgh Center for Pain Research and, Department of Neurobiology, University of Pittsburgh School of Medicine, Pittsburgh, PA, USA."
2,2,2021,9,Nature biotechnology,A multicenter study benchmarking single-cell RNA sequencing technologies using reference samples,"Wanqiu$Chen$Center for Genomics, School of Medicine, Loma Linda University, Loma Linda, CA, USA.#Yongmei$Zhao$CCR-SF Bioinformatics Group, Advanced Biomedical and Computational Sciences, Biomedical Informatics and Data Science Directorate, Frederick National Laboratory for Cancer Research, Frederick, MD, USA.#Xin$Chen$Center for Genomics, School of Medicine, Loma Linda University, Loma Linda, CA, USA.#Zhaowei$Yang$Center for Genomics, School of Medicine, Loma Linda University, Loma Linda, CA, USA.#Xiaojiang$Xu$Integrative Bioinformatics Support Group, National Institute of Environment Health Sciences, Research Triangle Park, NC, USA.#Yingtao$Bi$Abbvie Cambridge Research Center, Cambridge, MA, USA.#Vicky$Chen$CCR-SF Bioinformatics Group, Advanced Biomedical and Computational Sciences, Biomedical Informatics and Data Science Directorate, Frederick National Laboratory for Cancer Research, Frederick, MD, USA.#Jing$Li$Department of Basic Sciences, School of Medicine, Loma Linda University, Loma Linda, CA, USA.#Hannah$Choi$Center for Genomics, School of Medicine, Loma Linda University, Loma Linda, CA, USA.#Ben$Ernest$Digicon Corporation, McLean, VA, USA.#Bao$Tran$Sequencing Facility, Frederick National Laboratory for Cancer Research, Frederick, MD, USA.#Monika$Mehta$Sequencing Facility, Frederick National Laboratory for Cancer Research, Frederick, MD, USA.#Parimal$Kumar$Sequencing Facility, Frederick National Laboratory for Cancer Research, Frederick, MD, USA.#Andrew$Farmer$Takara Bio USA, Inc., Mountain View, CA, USA.#Alain$Mir$Takara Bio USA, Inc., Mountain View, CA, USA.#Urvashi Ann$Mehra$Digicon Corporation, McLean, VA, USA.#JianLiang$Li$Integrative Bioinformatics Support Group, National Institute of Environment Health Sciences, Research Triangle Park, NC, USA.#Malcolm$Moos$Center for Biologics Evaluation and Research & Division of Cellular and Gene Therapies, U.S. Food and Drug Administration, Silver Spring, MD, USA.#Wenming$Xiao$The Center for Devices and Radiological Health, U.S. Food and Drug Administration, Silver Spring, MD, USA. wenming.xiao@fda.hhs.gov.#Charles$Wang$Center for Genomics, School of Medicine, Loma Linda University, Loma Linda, CA, USA. oxwang@gmail.com."
3,3,2021,9,Nature,Defining HPV-specific B cell responses in patients with head and neck cancer,"Andreas$Wieland$Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA. andreas.wieland@emory.edu.#Mihir R$Patel$Department of Otolaryngology, Emory University School of Medicine, Atlanta, GA, USA.#Maria A$Cardenas$Department of Urology, Emory University School of Medicine, Atlanta, GA, USA.#Christiane S$Eberhardt$Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA.#William H$Hudson$Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA.#Rebecca C$Obeng$Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA.#Christopher C$Griffith$Winship Cancer Institute of Emory University, Atlanta, GA, USA.#Xu$Wang$Department of Hematology and Medical Oncology, Emory University School of Medicine, Atlanta, GA, USA.#Zhuo G$Chen$Winship Cancer Institute of Emory University, Atlanta, GA, USA.#Haydn T$Kissick$Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA.#Nabil F$Saba$Winship Cancer Institute of Emory University, Atlanta, GA, USA.#Rafi$Ahmed$Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA. rahmed@emory.edu."
4,4,2021,8,Nature chemical biology,RETRACTED ARTICLE: Discovery of iron-sensing bacterial riboswitches,"Siladitya$Bandyopadhyay$National Centre for Biological Sciences, Tata Institute of Fundamental Research, GKVK Campus, Bangalore, India.#Susmitnarayan$Chaudhury$National Centre for Biological Sciences, Tata Institute of Fundamental Research, GKVK Campus, Bangalore, India.#Dolly$Mehta$National Centre for Biological Sciences, Tata Institute of Fundamental Research, GKVK Campus, Bangalore, India.#Arati$Ramesh$National Centre for Biological Sciences, Tata Institute of Fundamental Research, GKVK Campus, Bangalore, India. arati@ncbs.res.in."
5,5,2021,8,Nature materials,Opportunities and challenges in the development of advanced materials for emission control catalysts,"Abhaya K$Datye$Department of Chemical and Biological Engineering, University of New Mexico, Albuquerque, NM, USA. datye@unm.edu.#Martin$Votsmeier$Technical University of Darmstadt, Darmstadt, Germany. martin.votsmeier@eu.umicore.com."
6,6,2021,8,Nature methods,T cell antigen discovery,"Alok V$Joglekar$Department of Immunology, University of Pittsburgh School of Medicine, Pittsburgh, PA, USA. joglekar@pitt.edu.#Guideng$Li$Center of Systems Medicine, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China. guidengl_ism@163.com."
7,7,2021,6,Cell chemical biology,Lipid-derived electrophiles mediate the effects of chemotherapeutic topoisomerase I poisons,"Amy$Flor$University of Chicago, Department of Molecular Genetics and Cell Biology, 929 E. 57th Street W522A, Chicago, IL 60637, USA.#Donald$Wolfgeher$University of Chicago, Department of Molecular Genetics and Cell Biology, 929 E. 57th Street W522A, Chicago, IL 60637, USA.#Jing$Li$University of Illinois Chicago, College of Pharmacy, Department of Pharmaceutical Sciences, Rockford, IL 61107, USA.#Leslyn A$Hanakahi$University of Illinois Chicago, College of Pharmacy, Department of Pharmaceutical Sciences, Rockford, IL 61107, USA.#Stephen J$Kron$University of Chicago, Department of Molecular Genetics and Cell Biology, 929 E. 57th Street W522A, Chicago, IL 60637, USA. Electronic address: skron@uchicago.edu."
8,8,2021,6,Cell chemical biology,An IMiD-inducible degron provides reversible regulation for chimeric antigen receptor expression and activity,"Seth$Carbonneau$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Sujata$Sharma$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Liaomin$Peng$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Vaisakh$Rajan$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Dominik$Hainzl$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Martin$Henault$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Chian$Yang$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Jacob$Hale$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Janine$Shulok$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#John$Tallarico$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Jeff$Porter$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Jennifer L$Brogdon$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Glenn$Dranoff$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#James E$Bradner$Novartis Institutes for Biomedical Research, Cambridge, MA, USA.#Marc$Hild$Novartis Institutes for Biomedical Research, Cambridge, MA, USA. Electronic address: marc.hild@novartis.com.#Carla P$Guimaraes$Novartis Institutes for Biomedical Research, Cambridge, MA, USA. Electronic address: carla.guimaraes@novartis.com."
9,9,2021,6,Nature biomedical engineering,A data-driven dimensionality-reduction algorithm for the exploration of patterns in biomedical data,"Md Tauhidul$Islam$Department of Radiation Oncology, Stanford University, Stanford, CA, USA.#Lei$Xing$Department of Radiation Oncology, Stanford University, Stanford, CA, USA. lei@stanford.edu."
