,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
7191,7191,2020,9,PLoS neglected tropical diseases,Evaluation of ocular involvement in patients with Hansen's disease,"Priscila Daiane$Pavezzi$Internal Medicine Department, Dermatology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Rodrigo Bueno$do Prado$Clinical Surgery Department, Ophthalmology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Plinio ngelo$Boin Filho$Clinical Surgery Department, Ophthalmology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Airton Dos Santos$Gon$Internal Medicine Department, Dermatology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Bruna$Tuma$Internal Medicine Department, Dermatology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Marco Aurelio$Fornazieri$Clinical Surgery Department, Otorhinolaryngology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Fabiana de Mari$Scalone$Internal Medicine Department, Dermatology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Luciana Rigolin Mazoni$Alves$Internal Medicine Department, Dermatology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Ricardo Hirayama$Montero$Internal Medicine Department, Dermatology, Universidade Estadual de Londrina, Londrina, PR, Brazil.#Antonio Marcelo Barbante$Casella$Clinical Surgery Department, Ophthalmology, Universidade Estadual de Londrina, Londrina, PR, Brazil."
7192,7192,2020,9,PLoS neglected tropical diseases,Land cover affects microclimate and temperature suitability for arbovirus transmission in an urban landscape,"Michael C$Wimberly$Department of Geography and Environmental Suitability, University of Oklahoma, Norman Oklahoma, United States of America.#Justin K$Davis$Department of Geography and Environmental Suitability, University of Oklahoma, Norman Oklahoma, United States of America.#Michelle V$Evans$Odum School of Ecology, University of Georgia, Athens, Georgia, United States of America.#Andrea$Hess$Department of Geography and Environmental Suitability, University of Oklahoma, Norman Oklahoma, United States of America.#Philip M$Newberry$Odum School of Ecology, University of Georgia, Athens, Georgia, United States of America.#Nicole$SolanoAsamoah$Odum School of Ecology, University of Georgia, Athens, Georgia, United States of America.#Courtney C$Murdock$Odum School of Ecology, University of Georgia, Athens, Georgia, United States of America."
7193,7193,2020,9,PLoS neglected tropical diseases,The SARS-CoV-2 crisis and its impact on neglected tropical diseases: Threat or opportunity,"Claire$Chaumont$The END Fund, New York, New York, United States of America.#Kimberly$Kamara$The END Fund, New York, New York, United States of America.#Elisa$Baring$The END Fund, New York, New York, United States of America.#Karen$Palacio$The END Fund, New York, New York, United States of America.#Ana$Power$The END Fund, New York, New York, United States of America.#Warren$Lancaster$The END Fund, New York, New York, United States of America."
7194,7194,2020,9,PLoS neglected tropical diseases,Bayesian estimation of Lassa virus epidemiological parameters: Implications for spillover prevention using wildlife vaccination,"Scott L$Nuismer$Department of Biological Sciences. University of Idaho. Moscow, Idaho, United States of America.#Christopher H$Remien$Program in Bioinformatics and Computational Biology. University of Idaho. Moscow.#Andrew J$Basinski$Department of Mathematics. University of Idaho. Moscow, Idaho, United States of America.#Tanner$Varrelman$Program in Bioinformatics and Computational Biology. University of Idaho. Moscow.#Nathan$Layman$Department of Biological Sciences. University of Idaho. Moscow, Idaho, United States of America.#Kyle$Rosenke$Laboratory of Virology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Rocky Mountain Laboratories, Hamilton, Montana, United States of America.#Brian$Bird$One Health Institute, University of California, Davis, School of Veterinary Medicine. Davis, California, United States of America.#Michael$Jarvis$The Vaccine Group, Ltd. Plymouth; and the School of Biomedical Sciences, University of Plymouth, Devon, United Kingdom.#Peter$Barry$Department of Pathology and Laboratory Medicine, Center for Comparative Medicine, University of California, Davis. Davis, California, United States of America.#Patrick W$Hanley$Rocky Mountain Veterinary Branch, Division of Intramural Research, National Institutes of Allergy and Infectious Diseases, National Institutes of Health, Hamilton, Montana, United States of America.#Elisabeth$FichetCalvet$Bernhard-Nocht Institute of Tropical Medicine, Hamburg, Germany."
7195,7195,2020,9,PLoS neglected tropical diseases,Strengthening the Bolivian pharmacovigilance system: New surveillance strategies to improve care for Chagas disease and tuberculosis,"Nuria$CortesSerra$ISGlobal, Hospital Clínic - Universitat de Barcelona, Barcelona, Spain.#Ruth$Saravia$Fundación CEADES, Cochabamba, Bolivia.#Rosse Mary$Grgeda$Programa Departamental de Chagas, Cochabamba, Bolivia.#Amlcar$Apaza$Programa Departamental de Tuberculosis, Cochabamba, Bolivia.#Jorge Armando$Gonzlez$Unidad de Medicamentos y Tecnología en Salud (UNIMED), Área de Farmacovigilancia, Bolivia.#Brenda$Ros$Unidad de Medicamentos y Tecnología en Salud (UNIMED), Área de Vigilancia y Control, Bolivia.#Joaquim$Gascn$ISGlobal, Hospital Clínic - Universitat de Barcelona, Barcelona, Spain.#Faustino$Torrico$Fundación CEADES, Cochabamba, Bolivia.#MaraJess$Pinazo$ISGlobal, Hospital Clínic - Universitat de Barcelona, Barcelona, Spain."
7196,7196,2020,9,PLoS pathogens,Genome-wide CRISPR knockout screen identifies ZNF304 as a silencer of HIV transcription that promotes viral latency,"Simona$Krasnopolsky$The Shraga Segal Department of Microbiology Immunology and Genetics, Faculty of Health Sciences, Ben-Gurion University of the Negev, Beer-Sheva, Israel.#Alona$Kuzmina$The Shraga Segal Department of Microbiology Immunology and Genetics, Faculty of Health Sciences, Ben-Gurion University of the Negev, Beer-Sheva, Israel.#Ran$Taube$The Shraga Segal Department of Microbiology Immunology and Genetics, Faculty of Health Sciences, Ben-Gurion University of the Negev, Beer-Sheva, Israel."
7197,7197,2020,9,PLoS pathogens,Luteolin-mediated Kv1.3 K+ channel inhibition augments BCG vaccine efficacy against tuberculosis by promoting central memory T cell responses in mice,"Dhiraj Kumar$Singh$Special Centre for Molecular Medicine (SCMM), Jawaharlal Nehru University, New Delhi, India.#Ved Prakash$Dwivedi$Special Centre for Molecular Medicine (SCMM), Jawaharlal Nehru University, New Delhi, India.#Shashi Prakash$Singh$Special Centre for Molecular Medicine (SCMM), Jawaharlal Nehru University, New Delhi, India.#Anjna$Kumari$International Centre for Genetic Engineering and Biotechnology, New Delhi, India.#Saurabh Kumar$Sharma$School of Computer & Systems Sciences, Jawaharlal Nehru University, New Delhi, India.#Anand$Ranganathan$Special Centre for Molecular Medicine (SCMM), Jawaharlal Nehru University, New Delhi, India.#Luc Van$Kaer$Department of Pathology, Microbiology and Immunology, Vanderbilt University School of Medicine, Nashville, Tennessee, United States of America.#Gobardhan$Das$Special Centre for Molecular Medicine (SCMM), Jawaharlal Nehru University, New Delhi, India."
7198,7198,2020,9,PLoS pathogens,NLRX1 is a key regulator of immune signaling during invasive pulmonary aspergillosis,"Bridget$Kastelberg$Nutritional Immunology and Molecular Medicine Institute, Blacksburg, Virginia, United States of America.#Nuria$TubauJuni$Nutritional Immunology and Molecular Medicine Institute, Blacksburg, Virginia, United States of America.#Tariq$Ayubi$Nutritional Immunology and Molecular Medicine Institute, Blacksburg, Virginia, United States of America.#Austin$Leung$Nutritional Immunology and Molecular Medicine Institute, Blacksburg, Virginia, United States of America.#Andrew$Leber$Nutritional Immunology and Molecular Medicine Institute, Blacksburg, Virginia, United States of America.#Raquel$Hontecillas$Nutritional Immunology and Molecular Medicine Institute, Blacksburg, Virginia, United States of America.#Josep$BassaganyaRiera$Nutritional Immunology and Molecular Medicine Institute, Blacksburg, Virginia, United States of America.#Shiv D$Kale$Nutritional Immunology and Molecular Medicine Institute, Blacksburg, Virginia, United States of America."
7199,7199,2020,9,PLoS pathogens,The interplays between Crimean-Congo hemorrhagic fever virus (CCHFV) M segment-encoded accessory proteins and structural proteins promote virus assembly and infectivity,"Natalia$Freitas$CIRI-Centre International de Recherche en Infectiologie, Univ Lyon, Université Claude Bernard Lyon 1, Inserm, U1111, CNRS, UMR5308, ENS Lyon, 46 allée d'Italie, Lyon, France.#Margot$Enguehard$CIRI-Centre International de Recherche en Infectiologie, Univ Lyon, Université Claude Bernard Lyon 1, Inserm, U1111, CNRS, UMR5308, ENS Lyon, 46 allée d'Italie, Lyon, France.#Solne$Denolly$CIRI-Centre International de Recherche en Infectiologie, Univ Lyon, Université Claude Bernard Lyon 1, Inserm, U1111, CNRS, UMR5308, ENS Lyon, 46 allée d'Italie, Lyon, France.#Camille$Levy$CIRI-Centre International de Recherche en Infectiologie, Univ Lyon, Université Claude Bernard Lyon 1, Inserm, U1111, CNRS, UMR5308, ENS Lyon, 46 allée d'Italie, Lyon, France.#Gregory$Neveu$CIRI-Centre International de Recherche en Infectiologie, Univ Lyon, Université Claude Bernard Lyon 1, Inserm, U1111, CNRS, UMR5308, ENS Lyon, 46 allée d'Italie, Lyon, France.#Solne$Lerolle$CIRI-Centre International de Recherche en Infectiologie, Univ Lyon, Université Claude Bernard Lyon 1, Inserm, U1111, CNRS, UMR5308, ENS Lyon, 46 allée d'Italie, Lyon, France.#Stephanie$Devignot$Institute for Virology, FB10-Veterinary Medicine, Justus-Liebig University, Gießen, Germany.#Friedemann$Weber$Institute for Virology, FB10-Veterinary Medicine, Justus-Liebig University, Gießen, Germany.#Eric$Bergeron$Viral Special Pathogens Branch, Division of High-Consequence Pathogens and Pathology, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America.#Vincent$Legros$CIRI-Centre International de Recherche en Infectiologie, Univ Lyon, Université Claude Bernard Lyon 1, Inserm, U1111, CNRS, UMR5308, ENS Lyon, 46 allée d'Italie, Lyon, France.#FranoisLoc$Cosset$CIRI-Centre International de Recherche en Infectiologie, Univ Lyon, Université Claude Bernard Lyon 1, Inserm, U1111, CNRS, UMR5308, ENS Lyon, 46 allée d'Italie, Lyon, France."
7200,7200,2020,9,PLoS pathogens,"Closely related reovirus lab strains induce opposite expression of RIG-I/IFN-dependent versus -independent host genes, via mechanisms of slow replication versus polymorphisms in dsRNA binding σ3 respectively","Adil$Mohamed$Department of Medical Microbiology and Immunology, Li Ka Shing Institute of Virology, University of Alberta, Edmonton, Alberta, Canada.#Prathyusha$Konda$Department of Pathology and Department of Microbiology and Immunology, Dalhousie University, Halifax, Nova Scotia, Canada.#Heather E$Eaton$Department of Medical Microbiology and Immunology, Li Ka Shing Institute of Virology, University of Alberta, Edmonton, Alberta, Canada.#Shashi$Gujar$Department of Pathology and Department of Microbiology and Immunology, Dalhousie University, Halifax, Nova Scotia, Canada.#James R$Smiley$Department of Medical Microbiology and Immunology, Li Ka Shing Institute of Virology, University of Alberta, Edmonton, Alberta, Canada.#Maya$Shmulevitz$Department of Medical Microbiology and Immunology, Li Ka Shing Institute of Virology, University of Alberta, Edmonton, Alberta, Canada."
7201,7201,2020,9,PLoS pathogens,A Plasmodium cysteine protease required for efficient transition from the liver infection stage,"Elyzana Dewi$Putrianti$Parasitology Unit, Max Planck Institute for Infection Biology, Berlin, Germany.#Anja$SchmidtChristensen$Department of Experimental Medical Science, Lund University, Lund, Sweden.#Volker$Heussler$Bernhard Nocht Institute for Tropical Medicine, Hamburg, Germany.#Kai$Matuschewski$Parasitology Unit, Max Planck Institute for Infection Biology, Berlin, Germany.#Alyssa$Ingmundson$Parasitology Unit, Max Planck Institute for Infection Biology, Berlin, Germany."
7202,7202,2020,9,PLoS pathogens,Human parainfluenza virus fusion complex glycoproteins imaged in action on authentic viral surfaces,"Tara C$Marcink$Department of Pediatrics, Columbia University Vagelos College of Physicians & Surgeons, New York, New York, United States of America.#Tong$Wang$Structural Biology Initiative, CUNY Advanced Science Research Center, New York, New York, United States of America.#Amedee$des Georges$Structural Biology Initiative, CUNY Advanced Science Research Center, New York, New York, United States of America.#Matteo$Porotto$Department of Pediatrics, Columbia University Vagelos College of Physicians & Surgeons, New York, New York, United States of America.#Anne$Moscona$Department of Pediatrics, Columbia University Vagelos College of Physicians & Surgeons, New York, New York, United States of America."
7203,7203,2020,9,Nature communications,Three-dimensional strain dynamics govern the hysteresis in heterogeneous catalysis,"Aline R$Passos$Brazilian Synchrotron Light Laboratory (LNLS), Brazilian Center for Research in Energy and Materials (CNPEM), 13083-970, Campinas, SP, Brazil. aline.passos@lnls.br.#Amlie$Rochet$Brazilian Synchrotron Light Laboratory (LNLS), Brazilian Center for Research in Energy and Materials (CNPEM), 13083-970, Campinas, SP, Brazil. amelie.rochet@lnls.br.#Luiza M$Manente$Brazilian Synchrotron Light Laboratory (LNLS), Brazilian Center for Research in Energy and Materials (CNPEM), 13083-970, Campinas, SP, Brazil.#Ana F$Suzana$Brazilian Synchrotron Light Laboratory (LNLS), Brazilian Center for Research in Energy and Materials (CNPEM), 13083-970, Campinas, SP, Brazil.#Ross$Harder$Advanced Photon Source, Argonne National Laboratory, 9700 South Cass Avenue, Argonne, IL, 60439, USA.#Wonsuk$Cha$Advanced Photon Source, Argonne National Laboratory, 9700 South Cass Avenue, Argonne, IL, 60439, USA.#Florian$Meneau$Brazilian Synchrotron Light Laboratory (LNLS), Brazilian Center for Research in Energy and Materials (CNPEM), 13083-970, Campinas, SP, Brazil."
7204,7204,2020,9,Nature communications,Structural and mechanistic basis of capsule O-acetylation in Neisseria meningitidis serogroup A,"Timm$Fiebig$Institute of Clinical Biochemistry, Hannover Medical School, Hannover, Germany. Fiebig.Timm@mh-hannover.de.#Johannes T$Cramer$Institute for Virology, Hannover Medical School, Hannover, Germany.#Andrea$Bethe$Institute of Clinical Biochemistry, Hannover Medical School, Hannover, Germany.#Petra$Baruch$Institute for Biophysical Chemistry, Hannover Medical School, Hannover, Germany.#Ute$Curth$Institute for Biophysical Chemistry, Hannover Medical School, Hannover, Germany.#Jana I$Fhring$Institute of Clinical Biochemistry, Hannover Medical School, Hannover, Germany.#Falk F R$Buettner$Institute of Clinical Biochemistry, Hannover Medical School, Hannover, Germany.#Ulrich$Vogel$Institute for Hygiene and Microbiology, University of Würzburg, Würzburg, Germany.#Mario$Schubert$Department of Biosciences, University of Salzburg, Salzburg, Austria.#Roman$Fedorov$Institute for Biophysical Chemistry, Hannover Medical School, Hannover, Germany.#Martina$Mhlenhoff$Institute of Clinical Biochemistry, Hannover Medical School, Hannover, Germany. Muehlenhoff.Martina@mh-hannover.de."
7205,7205,2020,9,Nature communications,DR3 stimulation of adipose resident ILC2s ameliorates type 2 diabetes mellitus,"Pedram$ShafieiJahani$Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.#Benjamin P$Hurrell$Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.#Lauriane$GalleTreger$Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.#Doumet Georges$Helou$Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.#Emily$Howard$Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.#Jacob$Painter$Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.#Richard$Lo$Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.#Gavin$Lewis$Janssen Research and Development, San Diego, CA, USA.#Pejman$Soroosh$Janssen Research and Development, San Diego, CA, USA.#Omid$Akbari$Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA. akbari@usc.edu."
7206,7206,2020,9,Nature communications,Controlling in-gap end states by linking nonmagnetic atoms and artificially-constructed spin chains on superconductors,"Lucas$Schneider$Department of Physics, Universität Hamburg, D-20355, Hamburg, Germany.#Sascha$Brinker$Peter Grünberg Institut and Institute for Advanced Simulation, Forschungszentrum Jülich & JARA, D-52425, Jülich, Germany.#Manuel$Steinbrecher$Department of Physics, Universität Hamburg, D-20355, Hamburg, Germany.#Jan$Hermenau$Department of Physics, Universität Hamburg, D-20355, Hamburg, Germany.#Thore$Posske$I. Institute for Theoretical Physics, Universität Hamburg, D-20355, Hamburg, Germany.#Manuel$Dos Santos Dias$Peter Grünberg Institut and Institute for Advanced Simulation, Forschungszentrum Jülich & JARA, D-52425, Jülich, Germany.#Samir$Lounis$Peter Grünberg Institut and Institute for Advanced Simulation, Forschungszentrum Jülich & JARA, D-52425, Jülich, Germany.#Roland$Wiesendanger$Department of Physics, Universität Hamburg, D-20355, Hamburg, Germany.#Jens$Wiebe$Department of Physics, Universität Hamburg, D-20355, Hamburg, Germany. jwiebe@physnet.uni-hamburg.de."
7207,7207,2020,9,Nature communications,The influence of soil age on ecosystem structure and function across biomes,"Manuel$DelgadoBaquerizo$Departamento de Sistemas Físicos, Químicos y Naturales, Universidad Pablo de Olavide, 41013, Sevilla, Spain. M.DelgadoBaquerizo@gmail.com.#Peter B$Reich$Department of Forest Resources, University of Minnesota, St. Paul, MN, 55108, USA.#Richard D$Bardgett$Department of Earth and Environmental Sciences, Michael Smith Building, The University of Manchester, Oxford Road, Manchester, M13 9PT, UK.#David J$Eldridge$Centre for Ecosystem Studies, School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, NSW, 2052, Australia.#Hans$Lambers$School of Biological Sciences, The University of Western Australia, 35 Stirling Hwy, Crawley (Perth), WA, 6009, Australia.#David A$Wardle$Asian School of the Environment, Nanyang Technological University, 50 Nanyang avenue, Singapore, 639798, Singapore.#Sasha C$Reed$US Geological Survey, Southwest Biological Science Center, Moab, UT, USA.#Csar$Plaza$Instituto de Ciencias Agrarias, Consejo Superior de Investigaciones Científicas, Serrano 115 bis, 28006, Madrid, Spain.#G Kenny$Png$Department of Earth and Environmental Sciences, Michael Smith Building, The University of Manchester, Oxford Road, Manchester, M13 9PT, UK.#Sigrid$Neuhauser$Institute of Microbiology, University of Innsbruck, Technikerstr. 25, Innsbruck, 6020, Austria.#Asmeret Asefaw$Berhe$Department of Life and Environmental Sciences and Sierra Nevada Research Institute, University of California Merced, Merced, California, 95343, USA.#Stephen C$Hart$Department of Life and Environmental Sciences and Sierra Nevada Research Institute, University of California Merced, Merced, California, 95343, USA.#HangWei$Hu$Key Laboratory for Humid Subtropical Eco-geographical Processes of the Ministry of Education, School of Geographical Science, Fujian Normal University, 350007, Fuzhou, China.#JiZheng$He$Key Laboratory for Humid Subtropical Eco-geographical Processes of the Ministry of Education, School of Geographical Science, Fujian Normal University, 350007, Fuzhou, China.#Felipe$Bastida$CEBAS-CSIC. Department of Soil and Water Conservation. Campus Universitario de Espinardo, 30100, Murcia, Spain.#Sebastin$Abades$GEMA Center for Genomics, Ecology & Environment, Faculty of Interdisciplinary Studies, Universidad Mayor, Camino La Pirámide, 5750, Huechuraba, Santiago, Chile.#Fernando D$Alfaro$GEMA Center for Genomics, Ecology & Environment, Faculty of Interdisciplinary Studies, Universidad Mayor, Camino La Pirámide, 5750, Huechuraba, Santiago, Chile.#Nick A$Cutler$School of Geography, Politics and Sociology, Newcastle University, Newcastle, UK.#Antonio$Gallardo$Departamento de Sistemas Físicos, Químicos y Naturales, Universidad Pablo de Olavide, 41013, Sevilla, Spain.#Laura$GarcaVelzquez$Departamento de Sistemas Físicos, Químicos y Naturales, Universidad Pablo de Olavide, 41013, Sevilla, Spain.#Patrick E$Hayes$School of Biological Sciences, The University of Western Australia, 35 Stirling Hwy, Crawley (Perth), WA, 6009, Australia.#ZengYei$Hseu$Department of Agricultural Chemistry, National Taiwan University, Taipei, 10617, Taiwan.#Cecilia A$Prez$Instituto de Ecología y Biodiversidad, Las Palmeras, 3425, Santiago, Chile.#Fernanda$Santos$Department of Life and Environmental Sciences and Sierra Nevada Research Institute, University of California Merced, Merced, California, 95343, USA.#Christina$Siebe$Instituto de Geología, Universidad Nacional Autónoma de México, Ciudad Universitaria, México, D.F. CP 04510, Mexico.#Pankaj$Trivedi$Microbiome Network and Department of Agricultural Biology, Colorado State University, Fort Collins, 80523, CO, USA.#Benjamin W$Sullivan$Department of Natural Resources and Environmental Science, University of Nevada, Reno, NV, 89557, USA.#Luis$WeberGrullon$Global Drylands Center, Arizona State University, Tempe, AZ, USA.#Mark A$Williams$School of Plant and Environmental Sciences, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA.#Noah$Fierer$Cooperative Institute for Research in Environmental Sciences, University of Colorado, Boulder, CO, 80309, USA."
7208,7208,2020,9,Nature communications,A quantitative framework reveals ecological drivers of grassland microbial community assembly in response to warming,"Daliang$Ning$Institute for Environmental Genomics and Department of Microbiology and Plant Biology, University of Oklahoma, Norman, OK, 73019, USA.#Mengting$Yuan$Institute for Environmental Genomics and Department of Microbiology and Plant Biology, University of Oklahoma, Norman, OK, 73019, USA.#Linwei$Wu$Institute for Environmental Genomics and Department of Microbiology and Plant Biology, University of Oklahoma, Norman, OK, 73019, USA.#Ya$Zhang$Institute for Environmental Genomics and Department of Microbiology and Plant Biology, University of Oklahoma, Norman, OK, 73019, USA.#Xue$Guo$Institute for Environmental Genomics and Department of Microbiology and Plant Biology, University of Oklahoma, Norman, OK, 73019, USA.#Xishu$Zhou$Institute for Environmental Genomics and Department of Microbiology and Plant Biology, University of Oklahoma, Norman, OK, 73019, USA.#Yunfeng$Yang$State Key Joint Laboratory of Environment Simulation and Pollution Control, School of Environment, Tsinghua University, 100084, Beijing, China.#Adam P$Arkin$Environmental Genomics and Systems Biology, Lawrence Berkeley National Laboratory, Berkeley, CA, 94710, USA.#Mary K$Firestone$Department of Environmental Science Policy and Management, University of California, Berkeley, CA, 94720, USA.#Jizhong$Zhou$Institute for Environmental Genomics and Department of Microbiology and Plant Biology, University of Oklahoma, Norman, OK, 73019, USA. jzhou@ou.edu."
7209,7209,2020,9,Nature communications,Event-related functional MRI of awake behaving pigeons at 7T,"Mehdi$Behroozi$Department of Biopsychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany. mehdi.behroozi@ruhr-uni-bochum.de.#Xavier$Helluy$Department of Biopsychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Felix$Strckens$Department of Biopsychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Meng$Gao$Department of Biopsychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Roland$Pusch$Department of Biopsychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Sepideh$Tabrik$Department of Neurology, BG-University Hospital Bergmannsheil, Ruhr University Bochum, Bürkle-de-la-Camp-Platz 1, 44789, Bochum, Germany.#Martin$Tegenthoff$Department of Neurology, BG-University Hospital Bergmannsheil, Ruhr University Bochum, Bürkle-de-la-Camp-Platz 1, 44789, Bochum, Germany.#Tobias$Otto$Department of Cognitive Psychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Nikolai$Axmacher$Department of Neuropsychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Robert$Kumsta$Department of Genetic Psychology, Faculty of Psychology, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Dirk$Moser$Department of Genetic Psychology, Faculty of Psychology, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Erhan$Genc$Department of Biopsychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany.#Onur$Gntrkn$Department of Biopsychology, Faculty of Psychology, Institute of Cognitive Neuroscience, Ruhr University Bochum, Universitätsstraße 150, 44780, Bochum, Germany. onur.guentuerkuen@ruhr-uni-bochum.de."
7210,7210,2020,9,Nature communications,Rapid and direct control of target protein levels with VHL-recruiting dTAG molecules,"Behnam$Nabet$Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA, USA. behnam_nabet@dfci.harvard.edu.#Fleur M$Ferguson$Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA, USA.#Bo Kyung A$Seong$Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Miljan$Kuljanin$Division of Radiation and Genome Stability, Department of Radiation Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Alan L$Leggett$Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA, USA.#Mikaela L$Mohardt$Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA, USA.#Amanda$Robichaud$Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Amy S$Conway$Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Dennis L$Buckley$Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Joseph D$Mancias$Division of Radiation and Genome Stability, Department of Radiation Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#James E$Bradner$Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Kimberly$Stegmaier$Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Nathanael S$Gray$Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA, USA. nathanael_gray@dfci.harvard.edu."
7211,7211,2020,9,Nature communications,Vertical organic permeable dual-base transistors for logic circuits,"Erjuan$Guo$Dresden Integrated Center for Applied Physics and Photonic Materials (IAPP), Technische Universität Dresden, 01062, Dresden, Germany.#Zhongbin$Wu$Dresden Integrated Center for Applied Physics and Photonic Materials (IAPP), Technische Universität Dresden, 01062, Dresden, Germany. wzbciac@gmail.com.#Ghader$Darbandy$NanoP, TH Mittelhessen, University of Applied Sciences, 35390, Giessen, Germany.#Shen$Xing$Dresden Integrated Center for Applied Physics and Photonic Materials (IAPP), Technische Universität Dresden, 01062, Dresden, Germany.#ShuJen$Wang$Dresden Integrated Center for Applied Physics and Photonic Materials (IAPP), Technische Universität Dresden, 01062, Dresden, Germany.#Alexander$Tahn$Dresden Center for Nanoanalysis (DCN), Center for Advancing Electronics Dresden (cfaed), Technische Universität Dresden, 01062, Dresden, Germany.#Michael$Gbel$Leibniz-Institut für Polymerforschung Dresden e.V. (IPF), 01069, Dresden, Germany.#Alexander$Kloes$NanoP, TH Mittelhessen, University of Applied Sciences, 35390, Giessen, Germany.#Karl$Leo$Dresden Integrated Center for Applied Physics and Photonic Materials (IAPP), Technische Universität Dresden, 01062, Dresden, Germany. karl.leo@tu-dresden.de.#Hans$Kleemann$Dresden Integrated Center for Applied Physics and Photonic Materials (IAPP), Technische Universität Dresden, 01062, Dresden, Germany."
