,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
14382,14382,2020,6,Nature neuroscience,Single-nucleus transcriptomics of the prefrontal cortex in major depressive disorder implicates oligodendrocyte precursor cells and excitatory neurons,"Corina$Nagy$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada.#Malosree$Maitra$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada.#Arnaud$Tanti$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada.#Matthew$Suderman$MRC Integrative Epidemiology Unit, University of Bristol, Bristol, UK.#JeanFrancois$Throux$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada.#Maria Antonietta$Davoli$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada.#Kelly$Perlman$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada.#Volodymyr$Yerko$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada.#Yu Chang$Wang$Department of Human Genetics, McGill University, Montreal, Quebec, Canada.#Shreejoy J$Tripathy$Michael Smith Laboratories and Department of Psychiatry, University of British Columbia, Vancouver, British Columbia, Canada.#Paul$Pavlidis$Michael Smith Laboratories and Department of Psychiatry, University of British Columbia, Vancouver, British Columbia, Canada.#Naguib$Mechawar$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada.#Jiannis$Ragoussis$Department of Human Genetics, McGill University, Montreal, Quebec, Canada.#Gustavo$Turecki$McGill Group for Suicide Studies, Douglas Mental Health University Institute, Montreal, Quebec, Canada. gustavo.turecki@mcgill.ca."
14383,14383,2020,6,Nature physics,Remote determination of the shape of Jupiter's vortices from laboratory experiments,"Daphn$Lemasquerier$Aix-Marseille Univ, CNRS, Centrale Marseille, Institut de Recherche sur les Phénomènes Hors Équilibre, UMR 7342, 49 rue F. Joliot Curie, 13013 Marseille, France.#Giulio$Facchini$Aix-Marseille Univ, CNRS, Centrale Marseille, Institut de Recherche sur les Phénomènes Hors Équilibre, UMR 7342, 49 rue F. Joliot Curie, 13013 Marseille, France.#Benjamin$Favier$Aix-Marseille Univ, CNRS, Centrale Marseille, Institut de Recherche sur les Phénomènes Hors Équilibre, UMR 7342, 49 rue F. Joliot Curie, 13013 Marseille, France.#Michael$Le Bars$Aix-Marseille Univ, CNRS, Centrale Marseille, Institut de Recherche sur les Phénomènes Hors Équilibre, UMR 7342, 49 rue F. Joliot Curie, 13013 Marseille, France."
14384,14384,2020,6,Nature plants,Enhancing potato resistance against root-knot nematodes using a plant-defence elicitor delivered by bacteria,"Lei$Zhang$Department of Plant Pathology, Washington State University, Pullman, WA, USA.#Cynthia$Gleason$Department of Plant Pathology, Washington State University, Pullman, WA, USA. Cynthia.gleason@wsu.edu."
14385,14385,2020,6,Nature plants,Puzzling out plant reproduction by haploid induction for innovations in plant breeding,"Nathanal M A$Jacquier$Laboratoire Reproduction et Développement des Plantes, Univ Lyon, ENS de Lyon, UCB Lyon 1, CNRS, INRAE, Lyon, France.#Laurine M$Gilles$Limagrain, Limagrain Field Seeds, Research Centre, Gerzat, France.#Douglas E$Pyott$Laboratoire Reproduction et Développement des Plantes, Univ Lyon, ENS de Lyon, UCB Lyon 1, CNRS, INRAE, Lyon, France.#JeanPierre$Martinant$Limagrain, Limagrain Field Seeds, Research Centre, Gerzat, France.#Peter M$Rogowsky$Laboratoire Reproduction et Développement des Plantes, Univ Lyon, ENS de Lyon, UCB Lyon 1, CNRS, INRAE, Lyon, France.#Thomas$Widiez$Laboratoire Reproduction et Développement des Plantes, Univ Lyon, ENS de Lyon, UCB Lyon 1, CNRS, INRAE, Lyon, France. thomas.widiez@ens-lyon.fr."
14386,14386,2020,6,Nature plants,New allies to fight worms,"Clarissa$Hiltl$Department of Entomology and Nematology, University of California, Davis, Davis, CA, USA.#Shahid$Siddique$Department of Entomology and Nematology, University of California, Davis, Davis, CA, USA. ssiddique@ucdavis.edu."
14387,14387,2020,6,Nature plants,Epigenetic memory marks determine epiallele stability at loci targeted by de novo DNA methylation,"Jingwen$Li$Shanghai Center for Plant Stress Biology, Center for Excellence in Molecular Plant Sciences, Chinese Academy of Sciences, Shanghai, China.#DongLei$Yang$State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing, China.#Huan$Huang$Shanghai Center for Plant Stress Biology, Center for Excellence in Molecular Plant Sciences, Chinese Academy of Sciences, Shanghai, China.#Guiping$Zhang$Shanghai Center for Plant Stress Biology, Center for Excellence in Molecular Plant Sciences, Chinese Academy of Sciences, Shanghai, China.#Li$He$Shanghai Center for Plant Stress Biology, Center for Excellence in Molecular Plant Sciences, Chinese Academy of Sciences, Shanghai, China.#Jia$Pang$Shanghai Center for Plant Stress Biology, Center for Excellence in Molecular Plant Sciences, Chinese Academy of Sciences, Shanghai, China.#Rosa$LozanoDurn$Shanghai Center for Plant Stress Biology, Center for Excellence in Molecular Plant Sciences, Chinese Academy of Sciences, Shanghai, China.#Zhaobo$Lang$Shanghai Center for Plant Stress Biology, Center for Excellence in Molecular Plant Sciences, Chinese Academy of Sciences, Shanghai, China.#JianKang$Zhu$Shanghai Center for Plant Stress Biology, Center for Excellence in Molecular Plant Sciences, Chinese Academy of Sciences, Shanghai, China. jkzhu@psc.ac.cn."
14388,14388,2020,6,Nature plants,Immunity gate-keepers,"Rmy$Merret$CNRS-UMR5096, Plant Genome and Development Laboratory, Perpignan, France.#Ccile$BousquetAntonelli$CNRS-UMR5096, Plant Genome and Development Laboratory, Perpignan, France. cecile.antonelli@univ-perp.fr."
14389,14389,2020,6,Nature plants,DHH1/DDX6-like RNA helicases maintain ephemeral half-lives of stress-response mRNAs,"Thanin$Chantarachot$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA.#Reed S$Sorenson$School of Biological Sciences, University of Utah, Salt Lake City, UT, USA.#Maureen$Hummel$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA.#Haiyan$Ke$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA.#Alek T$Kettenburg$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA.#Daniel$Chen$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA.#Karen$Aiyetiwa$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA.#Katayoon$Dehesh$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA.#Thomas$Eulgem$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA.#Leslie E$Sieburth$School of Biological Sciences, University of Utah, Salt Lake City, UT, USA.#Julia$BaileySerres$Center for Plant Cell Biology, Department of Botany and Plant Sciences, University of California, Riverside, Riverside, CA, USA. serres@ucr.edu."
14390,14390,2020,6,Nature plants,Multiplexed heritable gene editing using RNA viruses and mobile single guide RNAs,"Evan E$Ellison$Department of Genetics, Cell Biology and Development, University of Minnesota, St. Paul, MN, USA.#Ugrappa$Nagalakshmi$Department of Plant Biology and The Genome Center, College of Biological Sciences, University of California, Davis, Davis, CA, USA.#Maria Elena$Gamo$Department of Genetics, Cell Biology and Development, University of Minnesota, St. Paul, MN, USA.#PinJui$Huang$Department of Plant Biology and The Genome Center, College of Biological Sciences, University of California, Davis, Davis, CA, USA.#Savithramma$DineshKumar$Department of Plant Biology and The Genome Center, College of Biological Sciences, University of California, Davis, Davis, CA, USA.#Daniel F$Voytas$Department of Genetics, Cell Biology and Development, University of Minnesota, St. Paul, MN, USA. voytas@umn.edu."
14391,14391,2020,6,Nature plants,Syndromes of production in intercropping impact yield gains,"Chunjie$Li$College of Resources and Environmental Science, National Academy of Agriculture Green Development, China Agricultural University, Beijing, China.#Ellis$Hoffland$Soil Biology Group, Wageningen University, Wageningen, The Netherlands.#Thomas W$Kuyper$Soil Biology Group, Wageningen University, Wageningen, The Netherlands.#Yang$Yu$Centre for Crop Systems Analysis, Wageningen University, Wageningen, The Netherlands.#Chaochun$Zhang$College of Resources and Environmental Science, National Academy of Agriculture Green Development, China Agricultural University, Beijing, China.#Haigang$Li$College of Resources and Environmental Science, National Academy of Agriculture Green Development, China Agricultural University, Beijing, China.#Fusuo$Zhang$College of Resources and Environmental Science, National Academy of Agriculture Green Development, China Agricultural University, Beijing, China. zhangfs@cau.edu.cn.#Wopke$van der Werf$Centre for Crop Systems Analysis, Wageningen University, Wageningen, The Netherlands. wopke.vanderwerf@wur.nl."
14392,14392,2020,6,Nature plants,A single gene underlies the dynamic evolution of poplar sex determination,"Niels A$Mller$Thünen Institute of Forest Genetics, Grosshansdorf, Germany. niels.mueller@thuenen.de.#Birgit$Kersten$Thünen Institute of Forest Genetics, Grosshansdorf, Germany.#Ana P$Leite Montalvo$Thünen Institute of Forest Genetics, Grosshansdorf, Germany.#Niklas$Mhler$Department of Plant Physiology, Umeå Plant Science Centre, Umeå, Sweden.#Carolina$Bernhardsson$Department of Plant Biology, Linnean Centre for Plant Biology, Swedish University of Agricultural Sciences, Uppsala, Sweden.#Katharina$Brutigam$Department of Biology, University of Toronto Mississauga, Mississauga, Ontario, Canada.#Zulema$Carracedo Lorenzo$Department of Plant Physiology, Umeå Plant Science Centre, Umeå, Sweden.#Hans$Hoenicka$Thünen Institute of Forest Genetics, Grosshansdorf, Germany.#Vikash$Kumar$Department of Plant Physiology, Umeå Plant Science Centre, Umeå, Sweden.#Malte$Mader$Thünen Institute of Forest Genetics, Grosshansdorf, Germany.#Birte$Pakull$Thünen Institute of Forest Genetics, Grosshansdorf, Germany.#Kathryn M$Robinson$Department of Plant Physiology, Umeå Plant Science Centre, Umeå, Sweden.#Maurizio$Sabatti$Department for Innovation in Biological, Agro-food and Forest Systems, University of Tuscia, Viterbo, Italy.#Cristina$Vettori$Institute of Biosciences and BioResources, Division of Florence, National Research Council, Sesto Fiorentino, Italy.#Pr K$Ingvarsson$Department of Plant Biology, Linnean Centre for Plant Biology, Swedish University of Agricultural Sciences, Uppsala, Sweden.#Quentin$Cronk$Department of Botany, University of British Columbia, Vancouver, British Columbia, Canada.#Nathaniel R$Street$Department of Plant Physiology, Umeå Plant Science Centre, Umeå, Sweden.#Matthias$Fladung$Thünen Institute of Forest Genetics, Grosshansdorf, Germany. matthias.fladung@thuenen.de."
14393,14393,2020,6,Nature plants,Level up to chromosome restructuring,"Keunsub$Lee$Crop Bioengineering Center, Iowa State University, Ames, IA, USA.#Kan$Wang$Crop Bioengineering Center, Iowa State University, Ames, IA, USA. kanwang@iastate.edu."
