,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
11985,11985,2020,7,Nature communications,Strain engineering of two-dimensional multilayered heterostructures for beyond-lithium-based rechargeable batteries,"Pan$Xiong$Centre for Clean Energy Technology, School of Mathematical and Physical Sciences, University of Technology, Sydney, NSW, 2007, Australia.#Fan$Zhang$Centre for Clean Energy Technology, School of Mathematical and Physical Sciences, University of Technology, Sydney, NSW, 2007, Australia.#Xiuyun$Zhang$College of Physical Science and Technology, Yangzhou University, 225002, Yangzhou, China.#Shijian$Wang$Centre for Clean Energy Technology, School of Mathematical and Physical Sciences, University of Technology, Sydney, NSW, 2007, Australia.#Hao$Liu$Centre for Clean Energy Technology, School of Mathematical and Physical Sciences, University of Technology, Sydney, NSW, 2007, Australia.#Bing$Sun$Centre for Clean Energy Technology, School of Mathematical and Physical Sciences, University of Technology, Sydney, NSW, 2007, Australia.#Jinqiang$Zhang$Centre for Clean Energy Technology, School of Mathematical and Physical Sciences, University of Technology, Sydney, NSW, 2007, Australia.#Yi$Sun$College of Physical Science and Technology, Yangzhou University, 225002, Yangzhou, China.#Renzhi$Ma$International Center for Materials Nanoarchitectonics (WPI-MANA), National Institute for Materials Science (NIMS), Namiki 1-1, Tsukuba, Ibaraki, 305-0044, Japan.#Yoshio$Bando$International Center for Materials Nanoarchitectonics (WPI-MANA), National Institute for Materials Science (NIMS), Namiki 1-1, Tsukuba, Ibaraki, 305-0044, Japan.#Cuifeng$Zhou$School of Chemical and Biomolecular Engineering, The University of Sydney, Sydney, NSW, 2006, Australia.#Zongwen$Liu$School of Chemical and Biomolecular Engineering, The University of Sydney, Sydney, NSW, 2006, Australia.#Takayoshi$Sasaki$International Center for Materials Nanoarchitectonics (WPI-MANA), National Institute for Materials Science (NIMS), Namiki 1-1, Tsukuba, Ibaraki, 305-0044, Japan. sasaki.takayoshi@nims.go.jp.#Guoxiu$Wang$Centre for Clean Energy Technology, School of Mathematical and Physical Sciences, University of Technology, Sydney, NSW, 2007, Australia. guoxiu.wang@uts.edu.au."
11986,11986,2020,7,Nature communications,Mapping effector genes at lupus GWAS loci using promoter Capture-C in follicular helper T cells,"Chun$Su$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Matthew E$Johnson$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Annabel$Torres$Department of Pathology, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Rajan M$Thomas$Department of Pathology, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Elisabetta$Manduchi$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Prabhat$Sharma$Department of Pathology, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Parul$Mehra$Department of Pathology, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Carole$Le Coz$Division of Allergy and Immunology, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Michelle E$Leonard$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Sumei$Lu$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Kenyaita M$Hodge$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Alessandra$Chesi$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#James$Pippin$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Neil$Romberg$Division of Allergy and Immunology, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Struan F A$Grant$Division of Human Genetics, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA.#Andrew D$Wells$Department of Pathology, The Children's Hospital of Philadelphia, 3615 Civic Center Boulevard, Philadelphia, PA, USA. adwells@pennmedicine.upenn.edu."
11987,11987,2020,7,Nature communications,Pancreatic circulating tumor cell profiling identifies LIN28B as a metastasis driver and drug target,"Joseph W$Franses$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Julia$Philipp$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Pavlos$Missios$Children's Hospital Boston, Harvard Medical School, Boston, MA, 02115, USA.#Irun$Bhan$Massachusetts General Hospital Division of Gastroenterology, Harvard Medical School, Boston, MA, 02114, USA.#Ann$Liu$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Chittampalli$Yashaswini$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Eric$Tai$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Huili$Zhu$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Matteo$Ligorio$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Benjamin$Nicholson$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Elizabeth M$Tassoni$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Niyati$Desai$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Anupriya S$Kulkarni$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Annamaria$Szabolcs$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Theodore S$Hong$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Andrew S$Liss$Massachusetts General Hospital Department of Surgery, Harvard Medical School, Boston, MA, 02114, USA.#Carlos$FernandezDel Castillo$Massachusetts General Hospital Department of Surgery, Harvard Medical School, Boston, MA, 02114, USA.#David P$Ryan$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Shyamala$Maheswaran$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#Daniel A$Haber$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA.#George Q$Daley$Children's Hospital Boston, Harvard Medical School, Boston, MA, 02115, USA.#David T$Ting$Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, 02114, USA. DTING1@mgh.harvard.edu."
11988,11988,2020,7,Nature communications,An inherently infinite-dimensional quantum correlation,"Andrea$Coladangelo$Computing and Mathematical Sciences, Caltech, USA. andrea.coladangelo@gmail.com.#Jalex$Stark$Computing and Mathematical Sciences, Caltech, USA."
11989,11989,2020,7,Nature,Coronapod: Lessons from pandemic 'war-game' simulations,Noah$Baker$None#Amy$Maxmen$None#Benjamin$Thompson$None
11990,11990,2020,7,Science advances,Cystathione β-synthase regulates HIF-1α stability through persulfidation of PHD2,"Anindya$Dey$Department of Obstetrics and Gynecology, Peggy and Charles Stephenson Cancer Center, University of Oklahoma Health Science Center, Oklahoma City, OK 73104, USA.#Shubhangi$Prabhudesai$Department of Pediatrics, Department of Obstetrics and Gynecology, Children's Research Institute, Medical College of Wisconsin, Milwaukee, WI 53226, USA.#Yushan$Zhang$Department of Pathology, Peggy and Charles Stephenson Cancer Center, University of Oklahoma Health Science Center, Oklahoma City, OK 73104, USA.#Geeta$Rao$Department of Pathology, Peggy and Charles Stephenson Cancer Center, University of Oklahoma Health Science Center, Oklahoma City, OK 73104, USA.#Karthikeyan$Thirugnanam$Department of Pediatrics, Department of Obstetrics and Gynecology, Children's Research Institute, Medical College of Wisconsin, Milwaukee, WI 53226, USA.#Md Nazir$Hossen$Department of Pathology, Peggy and Charles Stephenson Cancer Center, University of Oklahoma Health Science Center, Oklahoma City, OK 73104, USA.#Shailendra Kumar Dhar$Dwivedi$Department of Obstetrics and Gynecology, Peggy and Charles Stephenson Cancer Center, University of Oklahoma Health Science Center, Oklahoma City, OK 73104, USA.#Ramani$Ramchandran$Department of Pediatrics, Department of Obstetrics and Gynecology, Children's Research Institute, Medical College of Wisconsin, Milwaukee, WI 53226, USA.#Priyabrata$Mukherjee$Department of Pathology, Peggy and Charles Stephenson Cancer Center, University of Oklahoma Health Science Center, Oklahoma City, OK 73104, USA. resham-bhattacharya@ouhsc.edu priyabrata-mukherjee@ouhsc.edu.#Resham$Bhattacharya$Department of Obstetrics and Gynecology, Peggy and Charles Stephenson Cancer Center, University of Oklahoma Health Science Center, Oklahoma City, OK 73104, USA. resham-bhattacharya@ouhsc.edu priyabrata-mukherjee@ouhsc.edu."
11991,11991,2020,7,Science advances,Mechanical penetration of β-lactam-resistant Gram-negative bacteria by programmable nanowires,"Lizhi$Liu$College of Food Science and Engineering, Northwest A&F University, Yangling 712100, Shaanxi, China.#Sheng$Chen$Department of Mechanical Engineering, Michigan State University, East Lansing, MI 48824, USA.#Xu$Zhang$College of Food Science and Engineering, Northwest A&F University, Yangling 712100, Shaanxi, China.#Zhenjie$Xue$Beijing National Laboratory for Molecular Sciences, Key Laboratory of Analytical Chemistry for Living Biosystems, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China.#Shengjie$Cui$Center for Craniofacial Stem Cell Research and Regeneration, Department of Orthodontics, Peking University School and Hospital of Stomatology, Beijing 100081, China.#Xiaoting$Hua$Department of Infectious Diseases, Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University, Hangzhou 310016, Zhejiang, China.#Baowei$Yang$College of Food Science and Engineering, Northwest A&F University, Yangling 712100, Shaanxi, China.#Huiling$Yan$College of Food Science and Engineering, Northwest A&F University, Yangling 712100, Shaanxi, China.#Cong$Liu$Beijing National Laboratory for Molecular Sciences, Key Laboratory of Analytical Chemistry for Living Biosystems, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China.#Jing$Wang$College of Food Science and Engineering, Northwest A&F University, Yangling 712100, Shaanxi, China.#Zengfeng$Zhang$School of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai 200240, China.#Wei$Yu$Key Laboratory of Separation Sciences for Analytical Chemistry, Dalian Institute of Chemical Physics, Chinese Academy of Sciences, Dalian 116023, Liaoning, China.#Fan$Wu$State Key Laboratory of Polymer Physics and Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun 130022, Jilin, China.#Wujun$Xu$Department of Applied Physics, University of Eastern Finland, Yliopistonranta 1, Kuopio 70211, Finland.#VesaPekka$Lehto$Department of Applied Physics, University of Eastern Finland, Yliopistonranta 1, Kuopio 70211, Finland.#Tianli$Yue$College of Food Science and Engineering, Northwest A&F University, Yangling 712100, Shaanxi, China.#Yan$Liu$Center for Craniofacial Stem Cell Research and Regeneration, Department of Orthodontics, Peking University School and Hospital of Stomatology, Beijing 100081, China.#Yunsong$Yu$Department of Infectious Diseases, Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University, Hangzhou 310016, Zhejiang, China.#Tie$Wang$Beijing National Laboratory for Molecular Sciences, Key Laboratory of Analytical Chemistry for Living Biosystems, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China. wangtie@iccas.ac.cn wanglong79@nwsuaf.edu.cn.#Jianlong$Wang$College of Food Science and Engineering, Northwest A&F University, Yangling 712100, Shaanxi, China. wangtie@iccas.ac.cn wanglong79@nwsuaf.edu.cn."
11992,11992,2020,7,Science advances,General description for nonequilibrium steady states in periodically driven dissipative quantum systems,"Tatsuhiko N$Ikeda$Institute for Solid State Physics, University of Tokyo, Kashiwa 277-8581, Japan. tikeda@issp.u-tokyo.ac.jp masahiro.sato.phys@vc.ibaraki.ac.jp.#Masahiro$Sato$Department of Physics, Ibaraki University, Mito, Ibaraki 310-8512, Japan. tikeda@issp.u-tokyo.ac.jp masahiro.sato.phys@vc.ibaraki.ac.jp."
11993,11993,2020,7,Science advances,Temperature-resilient solid-state organic artificial synapses for neuromorphic computing,"A$Melianas$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA. armantas.melianas@stanford.edu asalleo@stanford.edu.#T J$Quill$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA.#G$LeCroy$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA.#Y$Tuchman$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA.#H V$Loo$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA.#S T$Keene$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA.#A$Giovannitti$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA.#H R$Lee$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA.#I P$Maria$Department of Chemistry and Centre for Plastic Electronics, Imperial College London, London, UK.#I$McCulloch$Department of Chemistry and Centre for Plastic Electronics, Imperial College London, London, UK.#A$Salleo$Department of Materials Science and Engineering, Stanford University, Stanford, CA 94305, USA. armantas.melianas@stanford.edu asalleo@stanford.edu."
11994,11994,2020,7,Science advances,Synaptic zinc inhibition of NMDA receptors depends on the association of GluN2A with the zinc transporter ZnT1,"Rebecca F$Krall$Department of Otolaryngology, University of Pittsburgh School of Medicine, Pittsburgh, PA 15261, USA.#Aubin$Moutal$Department of Pharmacology, College of Medicine, University of Arizona, Tucson, AZ 85724, USA.#Matthew B$Phillips$Department of Neuroscience, University of Pittsburgh, Pittsburgh, PA 15261, USA.#Hila$Asraf$Department of Physiology and Cell Biology, Ben-Gurion University of the Negev, Faculty of Health Sciences, Beer-Sheva, Israel.#Jon W$Johnson$Department of Neuroscience, University of Pittsburgh, Pittsburgh, PA 15261, USA.#Rajesh$Khanna$Department of Pharmacology, College of Medicine, University of Arizona, Tucson, AZ 85724, USA.#Michal$Hershfinkel$Department of Physiology and Cell Biology, Ben-Gurion University of the Negev, Faculty of Health Sciences, Beer-Sheva, Israel.#Elias$Aizenman$Pittsburgh Hearing Research Center, University of Pittsburgh School of Medicine, Pittsburgh, PA 15261, USA. redox@pitt.edu thanos@pitt.edu.#Thanos$Tzounopoulos$Department of Otolaryngology, University of Pittsburgh School of Medicine, Pittsburgh, PA 15261, USA. redox@pitt.edu thanos@pitt.edu."
