,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
16779,16779,2020,4,Nature communications,A vaccine-based nanosystem for initiating innate immunity and improving tumor immunotherapy,"DiWei$Zheng$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#Fan$Gao$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#Qian$Cheng$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#Peng$Bao$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#Xue$Dong$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#JinXuan$Fan$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#Wen$Song$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#Xuan$Zeng$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#SiXue$Cheng$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China.#XianZheng$Zhang$Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan, 430072, PR China. xz-zhang@whu.edu.cn."
16780,16780,2020,4,Nature communications,Macroscopic Polarization Change via Electron Transfer in a Valence Tautomeric Cobalt Complex,"ShuQi$Wu$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan.#Meijiao$Liu$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan.#Kaige$Gao$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan.#Shinji$Kanegawa$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan. kanegawa@cm.kyushu-u.ac.jp.#Yusuke$Horie$Graduate School of Science and Engineering, Aoyama Gakuin University, 5-10-1 Fuchinobe, Chuo-ku, Sagamihara, Kanagawa, 252-5258, Japan.#Genki$Aoyama$Graduate School of Science and Engineering, Aoyama Gakuin University, 5-10-1 Fuchinobe, Chuo-ku, Sagamihara, Kanagawa, 252-5258, Japan.#Hajime$Okajima$Graduate School of Science and Engineering, Aoyama Gakuin University, 5-10-1 Fuchinobe, Chuo-ku, Sagamihara, Kanagawa, 252-5258, Japan.#Akira$Sakamoto$Graduate School of Science and Engineering, Aoyama Gakuin University, 5-10-1 Fuchinobe, Chuo-ku, Sagamihara, Kanagawa, 252-5258, Japan.#Michael L$Baker$The Department of Chemistry, The University of Manchester, Manchester, M13 9PL, UK.#Myron S$Huzan$The Department of Chemistry, The University of Manchester, Manchester, M13 9PL, UK.#Peter$Bencok$Science Division, Diamond Light Source, Didcot, OX11 0DE, UK.#Tsukasa$Abe$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan.#Yoshihito$Shiota$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan.#Kazunari$Yoshizawa$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan.#Wenhuang$Xu$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan.#HuiZhong$Kou$Department of Chemistry, Tsinghua University, 100084, Beijing, PR China.#Osamu$Sato$Institute for Materials Chemistry and Engineering & IRCCS, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka, 819-0395, Japan. sato@cm.kyushu-u.ac.jp."
16781,16781,2020,4,Nature communications,Methylglyoxal couples metabolic and translational control of Notch signalling in mammalian neural stem cells,"Deivid Carvalho$Rodrigues$Program in Developmental & Stem Cell Biology, Hospital for Sick Children, Toronto, ON, M5G 0A4, Canada.#Emily M$Harvey$Department of Medical Genetics, University of Calgary, Calgary, AB, T2N 4N1, Canada.#Rejitha$Suraj$Department of Medical Genetics, University of Calgary, Calgary, AB, T2N 4N1, Canada.#Sarah L$Erickson$Department of Medical Genetics, University of Calgary, Calgary, AB, T2N 4N1, Canada.#Lamees$Mohammad$Department of Medical Genetics, University of Calgary, Calgary, AB, T2N 4N1, Canada.#Mengli$Ren$Institute of Neuroscience, Chongqing Medical University, Chongqing, 400016, China.#Hongrui$Liu$Department of Medical Genetics, University of Calgary, Calgary, AB, T2N 4N1, Canada.#Guiqiong$He$Institute of Neuroscience, Chongqing Medical University, Chongqing, 400016, China.#David R$Kaplan$Program in Developmental & Stem Cell Biology, Hospital for Sick Children, Toronto, ON, M5G 0A4, Canada.#James$Ellis$Program in Developmental & Stem Cell Biology, Hospital for Sick Children, Toronto, ON, M5G 0A4, Canada.#Guang$Yang$Program in Developmental & Stem Cell Biology, Hospital for Sick Children, Toronto, ON, M5G 0A4, Canada. guang.yang2@ucalgary.ca."
16782,16782,2020,4,Nature communications,Identification of therapeutics that target eEF1A2 and upregulate utrophin A translation in dystrophic muscles,"Christine$Pladeau$Department of Cellular and Molecular Medicine, Faculty of Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, K1H 8M5, Canada.#Nadine$Adam$Department of Cellular and Molecular Medicine, Faculty of Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, K1H 8M5, Canada.#Lucas M$Bronicki$Department of Cellular and Molecular Medicine, Faculty of Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, K1H 8M5, Canada.#Adle$Coriati$Department of Cellular and Molecular Medicine, Faculty of Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, K1H 8M5, Canada.#Mohamed$Thabet$Department of Cellular and Molecular Medicine, Faculty of Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, K1H 8M5, Canada.#Hasanen$AlRewashdy$Department of Cellular and Molecular Medicine, Faculty of Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, K1H 8M5, Canada.#Jason$Vanstone$Apoptosis Research Centre, Children's Hospital of Eastern Ontario Research Institute, 401 Smyth Road, Ottawa, ON, K1H 5B2, Canada.#Alan$Mears$Apoptosis Research Centre, Children's Hospital of Eastern Ontario Research Institute, 401 Smyth Road, Ottawa, ON, K1H 5B2, Canada.#JeanMarc$Renaud$Department of Cellular and Molecular Medicine, Faculty of Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, K1H 8M5, Canada.#Martin$Holcik$Department of Health Sciences, Carleton University, 1125 Colonel By Drive, Ottawa, ON, K1S 5B6, Canada.#Bernard J$Jasmin$Department of Cellular and Molecular Medicine, Faculty of Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, K1H 8M5, Canada. jasmin@uottawa.ca."
16783,16783,2020,4,Nature communications,Vertical two-dimensional layered fused aromatic ladder structure,"HyukJun$Noh$School of Energy and Chemical Engineering, Center for Dimension-Controllable Organic Frameworks, Ulsan National Institute of Science and Technology (UNIST), 50 UNIST, Ulsan, 44919, South Korea.#YoonKwang$Im$School of Energy and Chemical Engineering, Center for Dimension-Controllable Organic Frameworks, Ulsan National Institute of Science and Technology (UNIST), 50 UNIST, Ulsan, 44919, South Korea.#SooYoung$Yu$School of Energy and Chemical Engineering, Center for Dimension-Controllable Organic Frameworks, Ulsan National Institute of Science and Technology (UNIST), 50 UNIST, Ulsan, 44919, South Korea.#JeongMin$Seo$School of Energy and Chemical Engineering, Center for Dimension-Controllable Organic Frameworks, Ulsan National Institute of Science and Technology (UNIST), 50 UNIST, Ulsan, 44919, South Korea.#Javeed$Mahmood$School of Energy and Chemical Engineering, Center for Dimension-Controllable Organic Frameworks, Ulsan National Institute of Science and Technology (UNIST), 50 UNIST, Ulsan, 44919, South Korea. javeed@unist.ac.kr.#Taner$Yildirim$Center for Neutron Research, National Institute of Standards and Technology, Gaithersburg, MD, 20899, USA. taner@nist.gov.#JongBeom$Baek$School of Energy and Chemical Engineering, Center for Dimension-Controllable Organic Frameworks, Ulsan National Institute of Science and Technology (UNIST), 50 UNIST, Ulsan, 44919, South Korea. jbbaek@unist.ac.kr."
16784,16784,2020,4,Nature communications,A masked initiation region in retinoblastoma protein regulates its proteasomal degradation,"Takuya$Tomita$Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, 78712, USA.#Jon M$Huibregtse$Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, 78712, USA.#Andreas$Matouschek$Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, 78712, USA. matouschek@austin.utexas.edu."
16785,16785,2020,4,Nature communications,Self-organizing maps of typhoon tracks allow for flood forecasts up to two days in advance,"LiChiu$Chang$Department of Water Resources and Environmental Engineering, Tamkang University, New Taipei City, 25137, Taiwan. changlc@mail.tku.edu.tw.#FiJohn$Chang$Department of Bioenvironmental Systems Engineering, National Taiwan University, Taipei, 10617, Taiwan. changfj@ntu.edu.tw.#ShunNien$Yang$Department of Water Resources and Environmental Engineering, Tamkang University, New Taipei City, 25137, Taiwan.#FongHe$Tsai$Department of Bioenvironmental Systems Engineering, National Taiwan University, Taipei, 10617, Taiwan.#TingHua$Chang$The Fifth River Management Office, Water Resources Agency (WRA), Ministry of Economic Affairs, Taipei, Taiwan.#Edwin E$Herricks$Department of Civil and Environmental Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, 61801-2352, USA."
16786,16786,2020,4,Nature communications,Loss of MBNL1 induces RNA misprocessing in the thymus and peripheral blood,"ukasz J$Sznajder$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA. lukasz.j.sznajder@gmail.com.#Marina M$Scotti$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA.#Jihae$Shin$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA.#Katarzyna$Taylor$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA.#Franjo$Ivankovic$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA.#Curtis A$Nutter$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA.#Faaiq N$Aslam$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA.#S H$Subramony$Department of Neurology, Center for NeuroGenetics, University of Florida, College of Medicine, Gainesville, FL, 32610, USA.#Laura P W$Ranum$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA.#Maurice S$Swanson$Department of Molecular Genetics and Microbiology, Center for NeuroGenetics and the Genetics Institute, University of Florida, College of Medicine, Gainesville, FL, 32610, USA. mswanson@ufl.edu."
16787,16787,2020,4,Nature communications,Opportunities for big data in conservation and sustainability,"Rebecca K$Runting$School of Geography, The University of Melbourne, Parkville, VIC, Australia. rebecca.runting@unimelb.edu.au.#Stuart$Phinn$School of Earth and Environmental Sciences, The University of Queensland, Brisbane, QLD, Australia.#Zunyi$Xie$School of Earth and Environmental Sciences, The University of Queensland, Brisbane, QLD, Australia.#Oscar$Venter$Natural Resource and Environmental Studies Institute, University of Northern British Columbia, Prince George, BC, Canada.#James E M$Watson$School of Earth and Environmental Sciences, The University of Queensland, Brisbane, QLD, Australia."
16788,16788,2020,4,Nature communications,Synthesis of high-entropy alloy nanoparticles on supports by the fast moving bed pyrolysis,"Shaojie$Gao$Key Laboratory of Biomass Chemical Engineering of Ministry of Education, College of Chemical and Biological Engineering, Zhejiang University, 310027, Hangzhou, Zhejiang Province, China.#Shaoyun$Hao$Key Laboratory of Biomass Chemical Engineering of Ministry of Education, College of Chemical and Biological Engineering, Zhejiang University, 310027, Hangzhou, Zhejiang Province, China.#Zhennan$Huang$Department of Mechanical and Industrial Engineering, University of Illinois at Chicago, Chicago, IL, 60607, USA.#Yifei$Yuan$Department of Mechanical and Industrial Engineering, University of Illinois at Chicago, Chicago, IL, 60607, USA.#Song$Han$School of Environment and Safety Engineering, Jiangsu University, 212013, Zhenjiang, Jiangsu Province, China.#Lecheng$Lei$Key Laboratory of Biomass Chemical Engineering of Ministry of Education, College of Chemical and Biological Engineering, Zhejiang University, 310027, Hangzhou, Zhejiang Province, China.#Xingwang$Zhang$Key Laboratory of Biomass Chemical Engineering of Ministry of Education, College of Chemical and Biological Engineering, Zhejiang University, 310027, Hangzhou, Zhejiang Province, China. xwzhang@zju.edu.cn.#Reza$ShahbazianYassar$Department of Mechanical and Industrial Engineering, University of Illinois at Chicago, Chicago, IL, 60607, USA.#Jun$Lu$Chemical Sciences and Engineering Division, Argonne National Laboratory, 9700 S. Cass Avenue, Lemont, IL, 60439, USA. junlu@anl.gov."
