,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
0,0,2021,12,Nature cancer,Mutations in <i>BRCA1</i> and <i>BRCA2</i> differentially affect the tumor microenvironment and response to checkpoint blockade immunotherapy,"Robert M.Samstein.United Kingdom.New York,Chirag.Krishna.United Kingdom.New York,Xiaoxiao.Ma.United Kingdom.New York,Xin.Pei.United Kingdom.New York,KenWing.Lee.United Kingdom.New York,Vladimir.Makarov.United Kingdom.New York,Fengshen.Kuo.United Kingdom.New York,Jonathan.Chung.United Kingdom.New York,Raghvendra M.Srivastava.United Kingdom.New York,Tanaya A.Purohit.United Kingdom.New York,Douglas R.Hoen.United Kingdom.New York,Rajarsi.Mandal.United Kingdom.New York,Jeremy.Setton.United Kingdom.New York,Wei.Wu.United Kingdom.New York,Rachna.Shah.United Kingdom.New York,Besnik.Qeriqi.United Kingdom.New York,Qing.Chang.United Kingdom.New York,Sviatoslav.Kendall.United Kingdom.New York,Lior.Braunstein.United Kingdom.New York,Britta.Weigelt.United Kingdom.New York,Pedro Blecua.Carrillo Albornoz.United Kingdom.New York,Luc G T.Morris.United Kingdom.New York,Diana L.Mandelker.United Kingdom.New York,Jorge S.ReisFilho.United Kingdom.New York,Elisa.de Stanchina.United Kingdom.New York,Simon N.Powell.United Kingdom.New York,Timothy A.Chan.United Kingdom.New York,Nadeem.Riaz.United Kingdom.New York"
1,1,2021,11,Nature cancer,Future directions in preclinical and translational cancer neuroscience research,"Ihsan Ekin.Demir.Germany.Munich,Carmen Mota.Reyes.Germany.Munich,Wasfi.Alrawashdeh.South Africa.Newcastle,Gralp O.Ceyhan.Turkey.Istanbul,Sylvie.Deborde.United Kingdom.New York,Helmut.Friess.Germany.Munich,Kvan.Grgl.Germany.Munich,Rouzanna.Istvanffy.Germany.Munich,David.Jungwirth.Germany.Munich,Rohini.Kuner.South Africa.Heidelberg,Maria.Maryanovich.United States.Ruth,Shorook.Naara.Israel.Haifa,Simon.Renders.None.None,Jami L.Saloman.United States.Center,Nicole N.Scheff.United States.University,Hendrik.Steenfadt.Germany.Munich,Pavel.Stupakov.Germany.Munich,Vera.Thiel.None.None,Divij.Verma.United States.Ruth,Bengi Su.Yilmaz.Germany.Munich,Ruth A.White.United Kingdom.New York,Timothy C.Wang.United Kingdom.New York,Richard J.Wong.United Kingdom.New York,Paul S.Frenette.United States.Ruth,Ziv.Gil.Israel.Haifa,None.None.None.None,Brian M.Davis.United States.Center"
2,2,2021,9,Nature biotechnology,A multicenter study benchmarking single-cell RNA sequencing technologies using reference samples,"Wanqiu.Chen.United States.Center,Yongmei.Zhao.United States.Frederick,Xin.Chen.United States.Center,Zhaowei.Yang.United States.Center,Xiaojiang.Xu.None.None,Yingtao.Bi.Australia.Cambridge,Vicky.Chen.United States.Frederick,Jing.Li.United States.Loma Linda,Hannah.Choi.United States.Center,Ben.Ernest.United States.McLean,Bao.Tran.United States.Frederick,Monika.Mehta.United States.Frederick,Parimal.Kumar.United States.Frederick,Andrew.Farmer.United States.Mountain View,Alain.Mir.United States.Mountain View,Urvashi Ann.Mehra.United States.McLean,JianLiang.Li.None.None,Malcolm.Moos.United States.Silver Spring,Wenming.Xiao.United States.Silver Spring,Charles.Wang.United States.Center"
3,3,2021,9,Nature,Defining HPV-specific B cell responses in patients with head and neck cancer,"Andreas.Wieland.United States.Atlanta,Mihir R.Patel.United States.Atlanta,Maria A.Cardenas.United States.Atlanta,Christiane S.Eberhardt.United States.Atlanta,William H.Hudson.United States.Atlanta,Rebecca C.Obeng.United States.Atlanta,Christopher C.Griffith.United States.Atlanta,Xu.Wang.United States.Atlanta,Zhuo G.Chen.United States.Atlanta,Haydn T.Kissick.United States.Atlanta,Nabil F.Saba.United States.Atlanta,Rafi.Ahmed.United States.Atlanta"
4,4,2021,8,Nature chemical biology,RETRACTED ARTICLE: Discovery of iron-sensing bacterial riboswitches,"Siladitya.Bandyopadhyay.None.None,Susmitnarayan.Chaudhury.None.None,Dolly.Mehta.None.None,Arati.Ramesh.None.None"
5,5,2021,8,Nature materials,Opportunities and challenges in the development of advanced materials for emission control catalysts,"Abhaya K.Datye.United States.University,Martin.Votsmeier.Germany.Darmstadt"
6,6,2021,8,Nature methods,T cell antigen discovery,"Alok V.Joglekar.United States.University,Guideng.Li.China.Beijing"
7,7,2021,6,Cell chemical biology,Lipid-derived electrophiles mediate the effects of chemotherapeutic topoisomerase I poisons,"Amy.Flor.United States.University,Donald.Wolfgeher.United States.University,Jing.Li.United States.Rockford,Leslyn A.Hanakahi.United States.Rockford,Stephen J.Kron.United States.University"
8,8,2021,6,Cell chemical biology,An IMiD-inducible degron provides reversible regulation for chimeric antigen receptor expression and activity,"Seth.Carbonneau.Australia.Cambridge,Sujata.Sharma.Australia.Cambridge,Liaomin.Peng.Australia.Cambridge,Vaisakh.Rajan.Australia.Cambridge,Dominik.Hainzl.Australia.Cambridge,Martin.Henault.Australia.Cambridge,Chian.Yang.Australia.Cambridge,Jacob.Hale.Australia.Cambridge,Janine.Shulok.Australia.Cambridge,John.Tallarico.Australia.Cambridge,Jeff.Porter.Australia.Cambridge,Jennifer L.Brogdon.Australia.Cambridge,Glenn.Dranoff.Australia.Cambridge,James E.Bradner.Australia.Cambridge,Marc.Hild.Australia.Cambridge,Carla P.Guimaraes.Australia.Cambridge"
9,9,2021,6,Nature biomedical engineering,A data-driven dimensionality-reduction algorithm for the exploration of patterns in biomedical data,"Md Tauhidul.Islam.United Kingdom.Stanford,Lei.Xing.United Kingdom.Stanford"
