,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
14382,14382,2020,6,Nature neuroscience,Single-nucleus transcriptomics of the prefrontal cortex in major depressive disorder implicates oligodendrocyte precursor cells and excitatory neurons,"Corina.Nagy.Spain.Canada,Malosree.Maitra.Spain.Canada,Arnaud.Tanti.Spain.Canada,Matthew.Suderman.United Kingdom.Bristol,JeanFrancois.Throux.Spain.Canada,Maria Antonietta.Davoli.Spain.Canada,Kelly.Perlman.Spain.Canada,Volodymyr.Yerko.Spain.Canada,Yu Chang.Wang.Spain.Canada,Shreejoy J.Tripathy.Spain.Canada,Paul.Pavlidis.Spain.Canada,Naguib.Mechawar.Spain.Canada,Jiannis.Ragoussis.Spain.Canada,Gustavo.Turecki.Spain.Canada"
14383,14383,2020,6,Nature physics,Remote determination of the shape of Jupiter's vortices from laboratory experiments,"Daphn.Lemasquerier.None.None,Giulio.Facchini.None.None,Benjamin.Favier.None.None,Michael.Le Bars.None.None"
14384,14384,2020,6,Nature plants,Enhancing potato resistance against root-knot nematodes using a plant-defence elicitor delivered by bacteria,"Lei.Zhang.United Kingdom.Washington,Cynthia.Gleason.United Kingdom.Washington"
14385,14385,2020,6,Nature plants,Puzzling out plant reproduction by haploid induction for innovations in plant breeding,"Nathanal M A.Jacquier.France.Lyon,Laurine M.Gilles.France.Gerzat,Douglas E.Pyott.France.Lyon,JeanPierre.Martinant.France.Gerzat,Peter M.Rogowsky.France.Lyon,Thomas.Widiez.France.Lyon"
14386,14386,2020,6,Nature plants,New allies to fight worms,"Clarissa.Hiltl.Brazil.California,Shahid.Siddique.Brazil.California"
14387,14387,2020,6,Nature plants,Epigenetic memory marks determine epiallele stability at loci targeted by de novo DNA methylation,"Jingwen.Li.China.Shanghai,DongLei.Yang.China.Nanjing,Huan.Huang.China.Shanghai,Guiping.Zhang.China.Shanghai,Li.He.China.Shanghai,Jia.Pang.China.Shanghai,Rosa.LozanoDurn.China.Shanghai,Zhaobo.Lang.China.Shanghai,JianKang.Zhu.China.Shanghai"
14388,14388,2020,6,Nature plants,Immunity gate-keepers,"Rmy.Merret.France.Perpignan,Ccile.BousquetAntonelli.France.Perpignan"
14389,14389,2020,6,Nature plants,DHH1/DDX6-like RNA helicases maintain ephemeral half-lives of stress-response mRNAs,"Thanin.Chantarachot.Australia.Botany,Reed S.Sorenson.United States.University,Maureen.Hummel.Australia.Botany,Haiyan.Ke.Australia.Botany,Alek T.Kettenburg.Australia.Botany,Daniel.Chen.Australia.Botany,Karen.Aiyetiwa.Australia.Botany,Katayoon.Dehesh.Australia.Botany,Thomas.Eulgem.Australia.Botany,Leslie E.Sieburth.United States.University,Julia.BaileySerres.Australia.Botany"
14390,14390,2020,6,Nature plants,Multiplexed heritable gene editing using RNA viruses and mobile single guide RNAs,"Evan E.Ellison.United States.University,Ugrappa.Nagalakshmi.Brazil.California,Maria Elena.Gamo.United States.University,PinJui.Huang.Brazil.California,Savithramma.DineshKumar.Brazil.California,Daniel F.Voytas.United States.University"
14391,14391,2020,6,Nature plants,Syndromes of production in intercropping impact yield gains,"Chunjie.Li.China.Beijing,Ellis.Hoffland.Netherlands.Wageningen,Thomas W.Kuyper.Netherlands.Wageningen,Yang.Yu.Netherlands.Wageningen,Chaochun.Zhang.China.Beijing,Haigang.Li.China.Beijing,Fusuo.Zhang.China.Beijing,Wopke.van der Werf.Netherlands.Wageningen"
14392,14392,2020,6,Nature plants,A single gene underlies the dynamic evolution of poplar sex determination,"Niels A.Mller.Germany.Grosshansdorf,Birgit.Kersten.Germany.Grosshansdorf,Ana P.Leite Montalvo.Germany.Grosshansdorf,Niklas.Mhler.Sweden.Umeå,Carolina.Bernhardsson.Sweden.Uppsala,Katharina.Brutigam.Spain.Canada,Zulema.Carracedo Lorenzo.Sweden.Umeå,Hans.Hoenicka.Germany.Grosshansdorf,Vikash.Kumar.Sweden.Umeå,Malte.Mader.Germany.Grosshansdorf,Birte.Pakull.Germany.Grosshansdorf,Kathryn M.Robinson.Sweden.Umeå,Maurizio.Sabatti.Italy.Viterbo,Cristina.Vettori.Italy.Sesto Fiorentino,Pr K.Ingvarsson.Sweden.Uppsala,Quentin.Cronk.Australia.Botany,Nathaniel R.Street.Sweden.Umeå,Matthias.Fladung.Germany.Grosshansdorf"
14393,14393,2020,6,Nature plants,Level up to chromosome restructuring,"Keunsub.Lee.Spain.Ames,Kan.Wang.Spain.Ames"
