,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
0,0,2020,9,Nature neuroscience,Magneto is ineffective in controlling electrical properties of cerebellar Purkinje cells,"FangXiao.Xu.China.Hangzhou,Lin.Zhou.China.Hangzhou,XinTai.Wang.China.Hangzhou,Fan.Jia.China.Wuhan,KuangYi.Ma.China.Hangzhou,Na.Wang.China.Hangzhou,Li.Lin.China.Wenzhou,FuQiang.Xu.China.Wuhan,Ying.Shen.China.Hangzhou"
1,1,2020,9,Nature neuroscience,Revaluation of magnetic properties of Magneto,"Guangfu.Wang.United States.Charlottesville,Peng.Zhang.United States.Charlottesville,Suresh K.Mendu.United States.Charlottesville,Yali.Wang.United States.Charlottesville,Yajun.Zhang.United States.Charlottesville,Xi.Kang.United States.Charlottesville,Bimal N.Desai.United States.Charlottesville,J Julius.Zhu.United States.Charlottesville"
2,2,2020,9,Nature neuroscience,Assessing the utility of Magneto to control neuronal excitability in the somatosensory cortex,"Koen.Kole.Netherlands.Nijmegen,Yiping.Zhang.Netherlands.Nijmegen,Eric J R.Jansen.Netherlands.Nijmegen,Terence.Brouns.Netherlands.Nijmegen,Ate.Bijlsma.Netherlands.Nijmegen,Niccolo.Calcini.Netherlands.Nijmegen,Xuan.Yan.Netherlands.Nijmegen,Angelica da Silva.Lantyer.Netherlands.Nijmegen,Tansu.Celikel.Netherlands.Nijmegen"
3,3,2020,9,Nature neuroscience,"Reply to: Magneto is ineffective in controlling electrical properties of cerebellar Purkinje cells, Assessing the utility of Magneto to control neuronal excitability in the somatosensory cortex and Revaluation of magnetic properties of Magneto","Michael A.Wheeler.South Africa.Virginia,Christopher D.Deppmann.South Africa.Virginia,Manoj K.Patel.South Africa.Virginia,Ali D.Gler.South Africa.Virginia"
4,4,2020,8,Nature reviews. Cardiology,Heart failure as interstitial cancer: emergence of a malignant fibroblast phenotype,"Kelsie E.Oatmen.United States.Columbia,Elizabeth.Cull.Liberia.Greenville,Francis G.Spinale.United States.Columbia"
5,5,2020,7,Nature materials,Programming nanoparticle valence bonds with single-stranded DNA encoders,"Guangbao.Yao.China.Shanghai,Jiang.Li.China.Shanghai,Qian.Li.China.Shanghai,Xiaoliang.Chen.China.Shanghai,Xiaoguo.Liu.China.Shanghai,Fei.Wang.China.Shanghai,Zhibei.Qu.China.Shanghai,Zhilei.Ge.China.Shanghai,Raghu Pradeep.Narayanan.Australia.Tempe,Dewight.Williams.Australia.Tempe,Hao.Pei.China.Shanghai,Xiaolei.Zuo.China.Shanghai,Lihua.Wang.China.Shanghai,Hao.Yan.Australia.Tempe,Ben L.Feringa.Netherlands.Groningen,Chunhai.Fan.China.Shanghai"
6,6,2020,6,Nature biomedical engineering,Lymphatic remodelling in response to lymphatic injury in the hind limbs of sheep,"Tyler S.Nelson.United States.Atlanta,Zhanna.Nepiyushchikh.United States.Atlanta,Joshua S T.Hooks.United States.Atlanta,Mohammad S.Razavi.United States.Atlanta,Tristan.Lewis.Greece.Athens,Cristina C.Clement.None.None,Merrilee.Thoresen.Greece.Athens,Matthew T.Cribb.United States.Atlanta,Mindy K.Ross.United States.Atlanta,Rudolph L.Gleason.United States.Atlanta,Laura.Santambrogio.None.None,John F.Peroni.Greece.Athens,J Brandon.Dixon.United States.Atlanta"
7,7,2020,5,Nature reviews. Cardiology,Assessment of mitral valve regurgitation by cardiovascular magnetic resonance imaging,"Pankaj.Garg.Australia.Sheffield,Andrew J.Swift.Australia.Sheffield,Liang.Zhong.Singapore.Singapore,CarlJohan.Carlhll.Sweden.Linköping,Tino.Ebbers.Sweden.Linköping,Jos.Westenberg.Netherlands.Leiden,Michael D.Hope.Dominican Republic.San Francisco,Chiara.BucciarelliDucci.United Kingdom.Bristol,Jeroen J.Bax.Netherlands.Leiden,Saul G.Myerson.New Zealand.Oxford"
8,8,2020,5,Nature reviews. Cardiology,Genetics of dilated cardiomyopathy: practical implications for heart failure management,"Andrew N.Rosenbaum.Australia.Rochester,Katherine E.Agre.Australia.Rochester,Naveen L.Pereira.Australia.Rochester"
9,9,2020,5,Nature reviews. Drug discovery,Rethinking drug design in the artificial intelligence era,"Petra.Schneider.Switzerland.Zurich,W Patrick.Walters.Australia.Cambridge,Alleyn T.Plowright.None.None,Norman.Sieroka.Germany.Bremen,Jennifer.Listgarten.Australia.Berkeley,Robert A.Goodnow.South Africa.Boston,Jasmin.Fisher.Australia.Cambridge,Johanna M.Jansen.United States.Emeryville,Jos S.Duca.Australia.Cambridge,Thomas S.Rush.Dominican Republic.San Francisco,Matthias.Zentgraf.Germany.Biberach,John Edward.Hill.United Kingdom.New York,Elizabeth.Krutoholow.United Kingdom.London,Matthias.Kohler.Switzerland.Zurich,Jeff.Blaney.Dominican Republic.San Francisco,Kimito.Funatsu.Japan.Tokyo,Chris.Luebkemann.Switzerland.Zurich,Gisbert.Schneider.Switzerland.Zurich"
10,10,2020,5,Nature reviews. Immunology,Organoids in immunological research,"Yotam E.BarEphraim.Netherlands.Utrecht,Kai.Kretzschmar.Netherlands.Utrecht,Hans.Clevers.Netherlands.Utrecht"
11,11,2020,5,Nature reviews. Microbiology,The global preclinical antibacterial pipeline,"Ursula.Theuretzbacher.Austria.Vienna,Kevin.Outterson.South Africa.Boston,Aleks.Engel.Australia.Denmark,Anders.Karln.Sweden.Uppsala"
12,12,2020,5,Nature reviews. Microbiology,"Antibiotic development - economic, regulatory and societal challenges","Christine.rdal.Norway.Oslo,Manica.Balasegaram.Switzerland.Geneva,Ramanan.Laxminarayan.United Kingdom.Washington,David.McAdams.United Kingdom.Durham,Kevin.Outterson.South Africa.Boston,John H.Rex.United Kingdom.Eccles,Nithima.Sumpradit.Thailand.Nonthaburi"
13,13,2020,4,Nature biomedical engineering,Opportunities and challenges of translational 3D bioprinting,"Sean V.Murphy.Japan.Wake,Paolo.De Coppi.United Kingdom.London,Anthony.Atala.Japan.Wake"
14,14,2020,4,Nature biomedical engineering,Growth factors with enhanced syndecan binding generate tonic signalling and promote tissue healing,"Mayumi.Mochizuki.Seychelles.Victoria,Esra.G.Switzerland.Lausanne,Anthony J.Park.Seychelles.Victoria,Ziad.Julier.Seychelles.Victoria,Priscilla S.Briquez.Switzerland.Lausanne,Gisela A.Kuhn.None.None,Ralph.Mller.None.None,Melody A.Swartz.Switzerland.Lausanne,Jeffrey A.Hubbell.Switzerland.Lausanne,Mikal M.Martino.Seychelles.Victoria"
15,15,2020,4,Nature biomedical engineering,Sustained perfusion of revascularized bioengineered livers heterotopically transplanted into immunosuppressed pigs,"Mohammed F.Shaheen.Australia.Rochester,Dong Jin.Joo.Australia.Rochester,Jeffrey J.Ross.United States.Eden Prairie,Brett D.Anderson.United States.Eden Prairie,Harvey S.Chen.Australia.Rochester,Robert C.Huebert.Australia.Rochester,Yi.Li.Australia.Rochester,Bruce.Amiot.Australia.Rochester,Anne.Young.United States.Eden Prairie,Viviana.Zlochiver.United States.Eden Prairie,Erek.Nelson.Australia.Rochester,Taofic.Mounajjed.Australia.Rochester,Allan B.Dietz.Australia.Rochester,Gregory.Michalak.Australia.Rochester,Benjamin G.Steiner.United States.Eden Prairie,Dominique Seetapun.Davidow.United States.Eden Prairie,Christopher R.Paradise.Australia.Rochester,Andre J.van Wijnen.Australia.Rochester,Vijay H.Shah.Australia.Rochester,Mengfei.Liu.Australia.Rochester,Scott L.Nyberg.Australia.Rochester"
16,16,2020,4,Nature chemical biology,Dynamics of transcription-translation coordination tune bacterial indole signaling,"Tianmin.Wang.China.Beijing,Xiang.Zheng.China.Beijing,Haonan.Ji.China.Beijing,TingLiang.Wang.China.Beijing,XinHui.Xing.China.Beijing,Chong.Zhang.China.Beijing"
17,17,2020,4,Nature chemical biology,An efficient gene knock-in strategy using 5'-modified double-stranded DNA donors with short homology arms,"Yi.Yu.United States.University,Yijun.Guo.United States.University,Qiqi.Tian.United States.University,Yuanqing.Lan.United States.University,Hugh.Yeh.United States.University,Meng.Zhang.United States.University,Ipek.Tasan.United States.University,Surbhi.Jain.United States.University,Huimin.Zhao.United States.University"
18,18,2020,4,Nature chemical biology,Accurate annotation of human protein-coding small open reading frames,"Thomas F.Martinez.Australia.Clayton,Qian.Chu.Australia.Clayton,Cynthia.Donaldson.Australia.Clayton,Dan.Tan.Australia.Clayton,Maxim N.Shokhirev.Australia.Newman,Alan.Saghatelian.Australia.Clayton"
19,19,2020,4,Nature human behaviour,Comparing meta-analyses and preregistered multiple-laboratory replication projects,"Amanda.Kvarven.Netherlands.Bergen,Eirik.Strmland.Netherlands.Bergen,Magnus.Johannesson.Sweden.Stockholm"
20,20,2020,4,Nature materials,Mutant lamins cause nuclear envelope rupture and DNA damage in skeletal muscle cells,"Ashley J.Earle.United States.Ithaca,Tyler J.Kirby.United States.Ithaca,Gregory R.Fedorchak.United States.Ithaca,Philipp.Isermann.United States.Ithaca,Jineet.Patel.United States.Ithaca,Sushruta.Iruvanti.United States.Ithaca,Steven A.Moore.United States.Iowa,Gisle.Bonne.Gabon.Paris,Lori L.Wallrath.United States.Iowa,Jan.Lammerding.United States.Ithaca"
21,21,2020,4,Nature materials,Biofuel powered glucose detection in bodily fluids with an n-type conjugated polymer,"David.Ohayon.Saudi Arabia.Thuwal,Georgios.Nikiforidis.Saudi Arabia.Thuwal,Achilleas.Savva.Saudi Arabia.Thuwal,Andrea.Giugni.Saudi Arabia.Thuwal,Shofarul.Wustoni.Saudi Arabia.Thuwal,Tamilarasan.Palanisamy.Saudi Arabia.Thuwal,Xingxing.Chen.Saudi Arabia.Thuwal,Iuliana Petruta.Maria.United Kingdom.London,Enzo.Di Fabrizio.Saudi Arabia.Thuwal,Pedro M F J.Costa.Saudi Arabia.Thuwal,Iain.McCulloch.Saudi Arabia.Thuwal,Sahika.Inal.Saudi Arabia.Thuwal"
22,22,2020,4,Nature materials,Multi-messenger nanoprobes of hidden magnetism in a strained manganite,"A S.McLeod.United Kingdom.New York,Jingdi.Zhang.Brazil.California,M Q.Gu.United States.Evanston,F.Jin.China.Hefei,G.Zhang.Brazil.California,K W.Post.Brazil.California,X G.Zhao.South Africa.Boston,A J.Millis.United Kingdom.New York,W B.Wu.China.Hefei,J M.Rondinelli.United States.Evanston,R D.Averitt.Brazil.California,D N.Basov.United Kingdom.New York"
23,23,2020,4,Nature materials,Electric and antiferromagnetic chiral textures at multiferroic domain walls,"JY.Chauleau.None.None,T.Chirac.None.None,S.Fusil.France.Palaiseau,V.Garcia.France.Palaiseau,W.Akhtar.France.Montpellier,J.Tranchida.France.Monts,P.Thibaudeau.France.Monts,I.Gross.France.Montpellier,C.Blouzon.None.None,A.Finco.France.Montpellier,M.Bibes.France.Palaiseau,B.Dkhil.None.None,D D.Khalyavin.United Kingdom.Didcot,P.Manuel.United Kingdom.Didcot,V.Jacques.France.Montpellier,N.Jaouen.None.None,M.Viret.None.None"
24,24,2020,4,Nature materials,Kinetic pathways of crystallization at the nanoscale,"Zihao.Ou.United States.University,Ziwei.Wang.United States.Evanston,Binbin.Luo.United States.University,Erik.Luijten.United States.Evanston,Qian.Chen.United States.University"
25,25,2020,4,Nature materials,Crystallization by particle attachment is a colloidal assembly process,"Giulia.Mirabello.Netherlands.Eindhoven,Alessandro.Ianiro.Netherlands.Eindhoven,Paul H H.Bomans.Netherlands.Eindhoven,Takuto.Yoda.Japan.Tokyo,Atsushi.Arakaki.Japan.Tokyo,Heiner.Friedrich.Netherlands.Eindhoven,Gijsbertus.de With.Netherlands.Eindhoven,Nico A J M.Sommerdijk.Netherlands.Eindhoven"
26,26,2020,4,Nature reviews. Cardiology,Non-atherosclerotic causes of acute coronary syndromes,"Thomas M.Waterbury.Australia.Rochester,Giuseppe.Tarantini.Italy.Padova,Birgit.Vogel.United Kingdom.New York,Roxana.Mehran.United Kingdom.New York,Bernard J.Gersh.Australia.Rochester,Rajiv.Gulati.Australia.Rochester"
27,27,2020,4,Nature reviews. Cardiology,Epidemiology of inherited arrhythmias,"Joost A.Offerhaus.Netherlands.Amsterdam,Connie R.Bezzina.Netherlands.Amsterdam,Arthur A M.Wilde.Netherlands.Amsterdam"
28,28,2020,4,Nature reviews. Cardiology,Transcriptional and epigenetic regulation of macrophages in atherosclerosis,"Tatyana.Kuznetsova.Netherlands.Amsterdam,Koen H M.Prange.Netherlands.Amsterdam,Christopher K.Glass.Brazil.California,Menno P J.de Winther.Netherlands.Amsterdam"
29,29,2020,4,Nature reviews. Clinical oncology,Towards personalized treatment for early stage HER2-positive breast cancer,"Kristina.Goutsouliak.United Kingdom.Houston,Jamunarani.Veeraraghavan.United Kingdom.Houston,Vidyalakshmi.Sethunath.United Kingdom.Houston,Carmine.De Angelis.United Kingdom.Houston,C Kent.Osborne.United Kingdom.Houston,Mothaffar F.Rimawi.United Kingdom.Houston,Rachel.Schiff.United Kingdom.Houston"
30,30,2020,4,Nature reviews. Clinical oncology,Targeting signalling pathways and the immune microenvironment of cancer stem cells - a clinical update,"Joseph A.Clara.United Kingdom.Bethesda,Cecilia.Monge.United Kingdom.Bethesda,Yingzi.Yang.South Africa.Boston,Naoko.Takebe.United Kingdom.Bethesda"
31,31,2020,4,Nature reviews. Genetics,Methods for mapping 3D chromosome architecture,"Rieke.Kempfer.Germany.Berlin,Ana.Pombo.Germany.Berlin"
32,32,2020,4,Nature reviews. Genetics,Chromosome organization in bacteria: mechanistic insights into genome structure and function,"Remus T.Dame.Netherlands.Leiden,FatemaZahra M.Rashid.Netherlands.Leiden,David C.Grainger.United Kingdom.Birmingham"
33,33,2020,4,Nature reviews. Immunology,Neuroimmune circuits in inter-organ communication,"Jun R.Huh.South Africa.Boston,Henrique.VeigaFernandes.Portugal.Portugal"
34,34,2020,4,Nature reviews. Immunology,B cell memory: building two walls of protection against pathogens,"Munir.Akkaya.United States.Rockville,Kihyuck.Kwak.United States.Rockville,Susan K.Pierce.United States.Rockville"
35,35,2020,4,Nature reviews. Immunology,Efferocytosis in health and disease,"Amanda C.Doran.United States.Nashville,Arif.Yurdagul.United Kingdom.New York,Ira.Tabas.United Kingdom.New York"
36,36,2020,4,Nature reviews. Immunology,Thymic epithelial cell heterogeneity: TEC by TEC,"Noam.Kadouri.Israel.Rehovot,Shir.Nevo.Israel.Rehovot,Yael.Goldfarb.Israel.Rehovot,Jakub.Abramson.Israel.Rehovot"
37,37,2020,4,Nature reviews. Molecular cell biology,Mechanisms and regulation of cholesterol homeostasis,"Jie.Luo.China.Wuhan,Hongyuan.Yang.Australia.Sydney,BaoLiang.Song.China.Wuhan"
38,38,2020,4,Nature reviews. Nephrology,Design and application of single-cell RNA sequencing to study kidney immune cells in lupus nephritis,"Deepak A.Rao.South Africa.Boston,Arnon.Arazi.Australia.Cambridge,David.Wofsy.Brazil.California,Betty.Diamond.United States.Center"
39,39,2020,3,Cell chemical biology,A Systems Chemoproteomic Analysis of Acyl-CoA/Protein Interaction Networks,"Michaella J.Levy.United States.Kansas City,David C.Montgomery.United States.Frederick,Mihaela E.Sardiu.United States.Kansas City,Jose L.Montano.United States.Frederick,Sarah E.Bergholtz.United States.Frederick,Kellie D.Nance.United States.Frederick,Abigail L.Thorpe.United States.Frederick,Stephen D.Fox.United States.Frederick,Qishan.Lin.Australia.Albany,Thorkell.Andresson.United States.Frederick,Laurence.Florens.United States.Kansas City,Michael P.Washburn.United States.Kansas City,Jordan L.Meier.United States.Frederick"
40,40,2020,3,Cell chemical biology,Development of Photocrosslinking Probes Based on Huwentoxin-IV to Map the Site of Interaction on Nav1.7,"Foteini.Tzakoniati.None.None,Hui.Xu.Dominican Republic.San Francisco,Tianbo.Li.Dominican Republic.San Francisco,Natalie.Garcia.Dominican Republic.San Francisco,Christine.Kugel.Dominican Republic.San Francisco,Jian.Payandeh.Dominican Republic.San Francisco,Christopher M.Koth.Dominican Republic.San Francisco,Edward W.Tate.None.None"
41,41,2020,3,Nature astronomy,A Global Geomorphologic Map of Saturn's Moon Titan,"R M C.Lopes.Brazil.California,M J.Malaska.Brazil.California,A M.Schoenfeld.United States.Earth,A.Solomonidou.Spain.Madrid,S P D.Birch.None.None,M.Florence.Brazil.California,A G.Hayes.None.None,D A.Williams.Australia.Tempe,J.Radebaugh.United States.Provo,T.Verlander.United States.University,E P.Turtle.United States.Laurel,A.Le Gall.France.Guyancourt,S.Wall.Brazil.California"
