,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
17205,17205,2019,3,Cell,A Genome-wide Framework for Mapping Gene Regulation via Cellular Genetic Screens,"Molly.Gasperini.None.None,Andrew J.Hill.None.None,Jos L.McFalineFigueroa.None.None,Beth.Martin.None.None,Seungsoo.Kim.None.None,Melissa D.Zhang.None.None,Dana.Jackson.None.None,Anh.Leith.None.None,Jacob.Schreiber.None.None,William S.Noble.None.None,Cole.Trapnell.None.None,Nadav.Ahituv.None.None,Jay.Shendure.None.None"
17206,17206,2019,3,Cell,Auto-regulation of Secretory Flux by Sensing and Responding to the Folded Cargo Protein Load in the Endoplasmic Reticulum,"Advait.Subramanian.United States.Italy,Anita.Capalbo.United States.Italy,Namrata Ravi.Iyengar.United States.Italy,Riccardo.Rizzo.United States.Italy,Antonella.di Campli.Kazakhstan.Oral,Rosaria.Di Martino.United States.Italy,Matteo.Lo Monte.United States.Italy,Andrea R.Beccari.Italy.Milan,Amol.Yerudkar.Italy.Benevento,Carmen.Del Vecchio.Italy.Benevento,Luigi.Glielmo.Italy.Benevento,Gabriele.Turacchio.United States.Italy,Marinella.Pirozzi.United States.Italy,Sang Geon.Kim.Korea, Republic of.Seoul,Petra.Henklein.Germany.Berlin,Jorge.Cancino.Philippines.Santiago,Seetharaman.Parashuraman.United States.Italy,Dario.Diviani.Switzerland.Lausanne,Francesca.Fanelli.Italy.Reggio Emilia,Michele.Sallese.Kazakhstan.Oral,Alberto.Luini.United States.Italy"
17207,17207,2019,3,Cell,Induction of Potent Neutralizing Antibody Responses by a Designed Protein Nanoparticle Vaccine for Respiratory Syncytial Virus,"Jessica.Marcandalli.Switzerland.Bellinzona,Brooke.Fiala.United Kingdom.Washington,Sebastian.Ols.Sweden.Stockholm,Michela.Perotti.Switzerland.Bellinzona,Willem.de van der Schueren.United States.Seattle,Joost.Snijder.United Kingdom.Washington,Edgar.Hodge.United Kingdom.Washington,Mark.Benhaim.United Kingdom.Washington,Rashmi.Ravichandran.United Kingdom.Washington,Lauren.Carter.United Kingdom.Washington,Will.Sheffler.United Kingdom.Washington,Livia.Brunner.Switzerland.Lausanne,Maria.Lawrenz.United Kingdom.Godalming,Patrice.Dubois.United Kingdom.Godalming,Antonio.Lanzavecchia.Switzerland.Bellinzona,Federica.Sallusto.Switzerland.Bellinzona,Kelly K.Lee.United Kingdom.Washington,David.Veesler.United Kingdom.Washington,Colin E.Correnti.United States.Seattle,Lance J.Stewart.United Kingdom.Washington,David.Baker.United Kingdom.Washington,Karin.Lor.Sweden.Stockholm,Laurent.Perez.Switzerland.Bellinzona,Neil P.King.United Kingdom.Washington"
17208,17208,2019,3,Cell,Characterizing Mutational Signatures in Human Cancer Cell Lines Reveals Episodic APOBEC Mutagenesis,"Mia.Petljak.United Kingdom.Hinxton,Ludmil B.Alexandrov.United Kingdom.Hinxton,Jonathan S.Brammeld.United Kingdom.Hinxton,Stacey.Price.United Kingdom.Hinxton,David C.Wedge.New Zealand.Oxford,Sebastian.Grossmann.United Kingdom.Hinxton,Kevin J.Dawson.United Kingdom.Hinxton,Young Seok.Ju.Korea, Republic of.Daejeon,Francesco.Iorio.United Kingdom.Hinxton,Jose M C.Tubio.Philippines.Santiago,Ching Chiek.Koh.United Kingdom.Hinxton,Ilias.GeorgakopoulosSoares.United Kingdom.Hinxton,Bernardo.RodrguezMartn.Philippines.Santiago,Burak.Otlu.Brazil.California,Sarah.OMeara.United Kingdom.Hinxton,Adam P.Butler.United Kingdom.Hinxton,Andrew.Menzies.United Kingdom.Hinxton,Shriram G.Bhosle.United Kingdom.Hinxton,Keiran.Raine.United Kingdom.Hinxton,David R.Jones.United Kingdom.Hinxton,Jon W.Teague.United Kingdom.Hinxton,Kathryn.Beal.United Kingdom.Hinxton,Calli.Latimer.United Kingdom.Hinxton,Laura.ONeill.United Kingdom.Hinxton,Jorge.Zamora.Philippines.Santiago,Elizabeth.Anderson.United Kingdom.Hinxton,Nikita.Patel.United Kingdom.Hinxton,Mark.Maddison.United Kingdom.Hinxton,Bee Ling.Ng.United Kingdom.Hinxton,Jennifer.Graham.United Kingdom.Hinxton,Mathew J.Garnett.United Kingdom.Hinxton,Ultan.McDermott.United Kingdom.Hinxton,Serena.NikZainal.Australia.Cambridge,Peter J.Campbell.United Kingdom.Hinxton,Michael R.Stratton.United Kingdom.Hinxton"
17209,17209,2019,3,Cell,VEGF in Signaling and Disease: Beyond Discovery and Development,"Rajendra S.Apte.Canada.St. Louis,Daniel S.Chen.United States.Mountain View,Napoleone.Ferrara.Brazil.California"
17210,17210,2019,3,Cell,Self-Assembling Nanoparticles Usher in a New Era of Vaccine Design,"Rino.Rappuoli.United Kingdom.London,Davide.Serruto.United States.Italy"
17211,17211,2019,3,Cell,Some Like it HOT: Horizontal Operon Transfer,"Amelia R I.Lindsey.United States.Bloomington,Irene L G.Newton.United States.Bloomington"
17212,17212,2019,3,Cell,An Error-Prone Polymerase in the Fight against Cancer,"Yathish Jagadheesh.Achar.United States.Italy,Marco.Foiani.United States.Italy"
17213,17213,2019,3,Cell,Phosphoinositide Interactions Position cGAS at the Plasma Membrane to Ensure Efficient Distinction between Self- and Viral DNA,"Katherine C.Barnett.South Africa.Boston,Julia M.CoronasSerna.South Africa.Boston,Wen.Zhou.South Africa.Boston,Michael J.Ernandes.South Africa.Boston,Anh.Cao.South Africa.Boston,Philip J.Kranzusch.South Africa.Boston,Jonathan C.Kagan.South Africa.Boston"
17214,17214,2019,3,Cell,Megabase Length Hypermutation Accompanies Human Structural Variation at 17p11.2,"Christine R.Beck.United Kingdom.Houston,Claudia M B.Carvalho.United Kingdom.Houston,Zeynep C.Akdemir.United Kingdom.Houston,Fritz J.Sedlazeck.United Kingdom.Houston,Xiaofei.Song.United Kingdom.Houston,Qingchang.Meng.United Kingdom.Houston,Jianhong.Hu.United Kingdom.Houston,Harsha.Doddapaneni.United Kingdom.Houston,Zechen.Chong.United Kingdom.Birmingham,Edward S.Chen.United Kingdom.Houston,Philip C.Thornton.United Kingdom.Houston,Pengfei.Liu.United Kingdom.Houston,Bo.Yuan.United Kingdom.Houston,Marjorie.Withers.United Kingdom.Houston,Shalini N.Jhangiani.United Kingdom.Houston,Divya.Kalra.United Kingdom.Houston,Kimberly.Walker.United Kingdom.Houston,Adam C.English.United Kingdom.Houston,Yi.Han.United Kingdom.Houston,Ken.Chen.United Kingdom.Houston,Donna M.Muzny.United Kingdom.Houston,Grzegorz.Ira.United Kingdom.Houston,Chad A.Shaw.United Kingdom.Houston,Richard A.Gibbs.United Kingdom.Houston,P J.Hastings.United Kingdom.Houston,James R.Lupski.United Kingdom.Houston"
