,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
8604,8604,2019,8,Nature biotechnology,Overcoming genetic heterogeneity in industrial fermentations,"Peter.Rugbjerg.Australia.Denmark,Morten O A.Sommer.Australia.Denmark"
8605,8605,2019,8,Nature biotechnology,Droplet-based combinatorial indexing for massive-scale single-cell chromatin accessibility,"Caleb A.Lareau.Australia.Cambridge,Fabiana M.Duarte.Australia.Cambridge,Jennifer G.Chew.United States.Pleasanton,Vinay K.Kartha.Australia.Cambridge,Zach D.Burkett.United States.Pleasanton,Andrew S.Kohlway.United States.Pleasanton,Dmitry.Pokholok.Venezuela, Bolivarian Republic of.San Diego,Martin J.Aryee.Australia.Cambridge,Frank J.Steemers.Venezuela, Bolivarian Republic of.San Diego,Ronald.Lebofsky.United States.Pleasanton,Jason D.Buenrostro.Australia.Cambridge"
8606,8606,2019,8,Nature catalysis,Probing the Transition State in Enzyme Catalysis by High-Pressure NMR Dynamics,"John B.Stiller.United States.Waltham,S Jordan.Kerns.United States.Waltham,Marc.Hoemberger.United States.Waltham,YoungJin.Cho.United States.Waltham,Renee.Otten.United States.Waltham,Michael F.Hagan.United States.Waltham,Dorothee.Kern.United States.Waltham"
8607,8607,2019,8,Nature cell biology,HER2 joins AKT to inhibit STING immunity,"Ian D.Odell.United States.New Haven,Richard A.Flavell.United States.New Haven"
8608,8608,2019,8,Nature cell biology,Migrasome formation is mediated by assembly of micron-scale tetraspanin macrodomains,"Yuwei.Huang.China.Beijing,Ben.Zucker.Israel.Tel Aviv,Shaojin.Zhang.China.Beijing,Sharon.Elias.Israel.Tel Aviv,Yun.Zhu.China.Beijing,Hui.Chen.China.Beijing,Tianlun.Ding.China.Beijing,Ying.Li.China.Beijing,Yujie.Sun.China.Beijing,Jizhong.Lou.China.Beijing,Michael M.Kozlov.Israel.Tel Aviv,Li.Yu.China.Beijing"
8609,8609,2019,8,Nature cell biology,Migrasomes provide regional cues for organ morphogenesis during zebrafish gastrulation,"Dong.Jiang.China.Beijing,Zheng.Jiang.China.Beijing,Di.Lu.China.Beijing,Xuan.Wang.China.Beijing,Haisha.Liang.China.Beijing,Junfeng.Zhang.China.Beijing,Yaping.Meng.China.Beijing,Ying.Li.China.Beijing,Danni.Wu.China.Beijing,Yuwei.Huang.China.Beijing,Yuling.Chen.China.Beijing,Haiteng.Deng.China.Beijing,Qing.Wu.China.Beijing,Jingwei.Xiong.China.Beijing,Anming.Meng.China.Beijing,Li.Yu.China.Beijing"
8610,8610,2019,8,Nature cell biology,Migrasomes take center stage,"Stefania.Tavano.Austria.Klosterneuburg,CarlPhilipp.Heisenberg.Austria.Klosterneuburg"
8611,8611,2019,8,Nature cell biology,IMP dehydrogenase-2 drives aberrant nucleolar activity and promotes tumorigenesis in glioblastoma,"Satoshi.Kofuji.United States.University,Akiyoshi.Hirayama.Japan.Tsuruoka,Alexander Otto.Eberhardt.Germany.Jena,Risa.Kawaguchi.United States.University,Yuki.Sugiura.Japan.Tokyo,Oltea.Sampetrean.Japan.Tokyo,Yoshiki.Ikeda.United States.University,Mikako.Warren.United States.Cincinnati,Naoya.Sakamoto.Japan.Hiroshima,Shuji.Kitahara.Japan.Tokyo,Hirofumi.Yoshino.United States.University,Daisuke.Yamashita.United Kingdom.Birmingham,Kazutaka.Sumita.United States.University,Kara.Wolfe.United States.University,Lisa.Lange.Germany.Jena,Satsuki.Ikeda.Japan.Tsuruoka,Hiroko.Shimada.United States.University,Noriaki.Minami.Japan.Tokyo,Akshiv.Malhotra.United States.University,Shin.Morioka.Japan.Hiroshima,Yuki.Ban.Japan.Hiroshima,Maya.Asano.Japan.Hiroshima,Victoria L.Flanary.United Kingdom.Birmingham,Annmarie.Ramkissoon.United States.Cincinnati,Lionel M L.Chow.United States.Cincinnati,Juri.Kiyokawa.South Africa.Boston,Tomoyuki.Mashimo.United Kingdom.Dallas,Greg.Lucey.Costa Rica.Los Angeles,Sergey.Mareninov.Costa Rica.Los Angeles,Tatsuya.Ozawa.United States.Seattle,Nobuyuki.Onishi.Japan.Tokyo,Koichi.Okumura.United States.University,Jumpei.Terakawa.Japan.Kanazawa,Takiko.Daikoku.Japan.Kanazawa,Trisha.WiseDraper.United States.University,Nazanin.Majd.United States.University,Kaori.Kofuji.United States.University,Mika.Sasaki.United States.University,Masaru.Mori.Japan.Tsuruoka,Yonehiro.Kanemura.Japan.Osaka,Eric P.Smith.United States.University,Dimitrios.Anastasiou.United Kingdom.London,Hiroaki.Wakimoto.South Africa.Boston,Eric C.Holland.United States.Seattle,William H.Yong.Costa Rica.Los Angeles,Craig.Horbinski.United States.Lexington,Ichiro.Nakano.United Kingdom.Birmingham,Ralph J.DeBerardinis.United Kingdom.Dallas,Robert M.Bachoo.United Kingdom.Dallas,Paul S.Mischel.Brazil.California,Wataru.Yasui.Japan.Hiroshima,Makoto.Suematsu.Japan.Tokyo,Hideyuki.Saya.Japan.Tokyo,Tomoyoshi.Soga.Japan.Tsuruoka,Ingrid.Grummt.South Africa.Heidelberg,Holger.Bierhoff.Germany.Jena,Atsuo T.Sasaki.United States.University"
8612,8612,2019,8,Nature cell biology,Patient-derived organoids from endometrial disease capture clinical heterogeneity and are amenable to drug screening,"Matteo.Boretto.Belgium.Leuven,Nina.Maenhoudt.Belgium.Leuven,Xinlong.Luo.Belgium.Leuven,Aurlie.Hennes.Belgium.Leuven,Bram.Boeckx.Belgium.Leuven,Bich.Bui.Belgium.Leuven,Ruben.Heremans.Belgium.Leuven,Lisa.Perneel.Belgium.Leuven,Hiroto.Kobayashi.Belgium.Leuven,Indra.Van Zundert.Belgium.Leuven,Hilde.Brems.Belgium.Leuven,Benoit.Cox.Belgium.Leuven,Marc.Ferrante.Belgium.Leuven,Hiroshi.UjiI.Belgium.Leuven,Kian Peng.Koh.Belgium.Leuven,Thomas.DHooghe.Belgium.Leuven,Arne.Vanhie.Belgium.Leuven,Ignace.Vergote.Belgium.Leuven,Christel.Meuleman.Belgium.Leuven,Carla.Tomassetti.Belgium.Leuven,Diether.Lambrechts.Belgium.Leuven,Joris.Vriens.Belgium.Leuven,Dirk.Timmerman.Belgium.Leuven,Hugo.Vankelecom.Belgium.Leuven"
8613,8613,2019,8,Nature cell biology,The AMPK-Parkin axis negatively regulates necroptosis and tumorigenesis by inhibiting the necrosome,"Seung Baek.Lee.Australia.Rochester,Jung Jin.Kim.Australia.Rochester,SangAh.Han.Korea, Republic of.Seoul,Yingfang.Fan.China.Guangzhou,LiSha.Guo.Mexico.China,Khaled.Aziz.Australia.Rochester,Somaira.Nowsheen.Australia.Rochester,Sung Sun.Kim.Korea, Republic of.Gwangju,SeonYoung.Park.Korea, Republic of.Gwangju,Qifeng.Luo.China.Shanghai,Jin Ook.Chung.Korea, Republic of.Gwangju,Sung Il.Choi.Korea, Republic of.Seoul,Asef.Aziz.Australia.Rochester,Ping.Yin.Australia.Rochester,SeoYun.Tong.Korea, Republic of.Gangneung,Fabienne C.Fiesel.United States.Jacksonville,Wolfdieter.Springer.United States.Jacksonville,JinSan.Zhang.Australia.Rochester,Zhenkun.Lou.Australia.Rochester"
8614,8614,2019,8,Nature cell biology,Parkin inhibits necroptosis to prevent cancer,"Kai.Cao.United Kingdom.Glasgow,Stephen W G.Tait.United Kingdom.Glasgow"
8615,8615,2019,8,Nature cell biology,5-methylcytosine promotes pathogenesis of bladder cancer through stabilizing mRNAs,"Xin.Chen.China.Guangzhou,Ang.Li.China.Beijing,BaoFa.Sun.China.Beijing,Ying.Yang.China.Beijing,YaNan.Han.China.Beijing,Xun.Yuan.China.Shanghai,RiXin.Chen.China.Guangzhou,WenSu.Wei.China.Guangzhou,Yanchao.Liu.China.Shanghai,ChunChun.Gao.China.Beijing,YuSheng.Chen.China.Beijing,Mengmeng.Zhang.China.Shanghai,XiaoDan.Ma.China.Guangzhou,ZhuoWei.Liu.China.Guangzhou,JunHang.Luo.China.Guangzhou,Cong.Lyu.China.Beijing,HaiLin.Wang.China.Beijing,Jinbiao.Ma.China.Shanghai,YongLiang.Zhao.China.Beijing,FangJian.Zhou.China.Guangzhou,Ying.Huang.China.Shanghai,Dan.Xie.China.Guangzhou,YunGui.Yang.China.Beijing"
8616,8616,2019,8,Nature cell biology,Asymmetric inheritance of spindle microtubule-organizing centres preserves replicative lifespan,"Javier.ManzanoLpez.Australia.Seville,Laura.Matelln.Australia.Seville,Alejandra.lvarezLlamas.Australia.Seville,Jos Carlos.BlancoMira.Australia.Seville,Fernando.MonjeCasas.Australia.Seville"
8617,8617,2019,8,Nature cell biology,Equal opportunities in stemness,"Qing.Nie.United Kingdom.Irvine,Maksim V.Plikus.United Kingdom.Irvine"
8618,8618,2019,8,Nature cell biology,Tracing the cellular dynamics of sebaceous gland development in normal and perturbed states,"Marianne Stemann.Andersen.Australia.Denmark,Edouard.Hannezo.Australia.Cambridge,Svetlana.Ulyanchenko.Australia.Denmark,Soline.Estrach.France.Nice,Yasuko.Antoku.Australia.Denmark,Sabrina.Pisano.France.Nice,Kim E.Boonekamp.Australia.Denmark,Sarah.Sendrup.Australia.Denmark,Martti.Maimets.Australia.Denmark,Marianne Terndrup.Pedersen.Australia.Denmark,Jens V.Johansen.Australia.Denmark,Ditte L.Clement.Australia.Denmark,Chloe C.Feral.France.Nice,Benjamin D.Simons.Australia.Cambridge,Kim B.Jensen.Australia.Denmark"
8619,8619,2019,8,Nature cell biology,Dynamic polyhedral actomyosin lattices remodel micron-scale curved membranes during exocytosis in live mice,"Seham.Ebrahim.United Kingdom.Bethesda,Desu.Chen.United Kingdom.Bethesda,Max.Weiss.United Kingdom.Bethesda,Lenka.Malec.United Kingdom.Bethesda,Yeap.Ng.United Kingdom.Bethesda,Ivan.Rebustini.United Kingdom.Bethesda,Evan.Krystofiak.United Kingdom.Bethesda,Longhua.Hu.United Kingdom.Bethesda,Jian.Liu.United Kingdom.Bethesda,Andrius.Masedunskas.Australia.Sydney,Edna.Hardeman.Australia.Sydney,Peter.Gunning.Australia.Sydney,Bechara.Kachar.United Kingdom.Bethesda,Roberto.Weigert.United Kingdom.Bethesda"
